age,workclass,education-num,race,sex,capital-gain,capital-loss,hours-per-week,income-per-year
47,State-gov,10,White,Female,0,0,40,<=50K
39,Private,13,White,Male,0,0,50,<=50K
62,Private,13,White,Male,0,0,30,<=50K
31,Private,10,White,Male,0,1579,45,<=50K
59,Self-emp-not-inc,11,White,Male,0,0,35,>50K
48,Private,9,White,Male,0,0,50,<=50K
53,Private,9,White,Male,0,0,40,<=50K
29,Local-gov,13,Black,Female,0,0,42,<=50K
31,Private,9,White,Male,0,0,35,<=50K
25,Private,13,White,Female,0,0,37,<=50K
44,Self-emp-not-inc,13,White,Male,0,0,40,<=50K
23,Private,7,White,Male,4508,0,25,<=50K
24,State-gov,4,White,Female,0,0,20,<=50K
43,Private,9,White,Female,4101,0,40,<=50K
34,Self-emp-not-inc,12,White,Female,0,0,25,>50K
72,Private,14,White,Male,2329,0,60,<=50K
33,Private,9,White,Male,0,0,40,<=50K
24,Private,13,White,Male,0,0,48,<=50K
24,Private,12,White,Female,0,0,37,<=50K
48,Private,8,White,Female,0,0,50,<=50K
45,Private,10,White,Male,0,0,70,<=50K
26,Private,13,White,Male,0,0,20,<=50K
80,Private,15,White,Male,0,0,35,>50K
21,Private,10,White,Male,0,0,40,<=50K
45,Private,13,White,Male,8614,0,48,>50K
21,State-gov,10,Black,Female,0,0,12,<=50K
37,Private,9,White,Female,0,0,45,<=50K
34,Private,10,White,Male,0,0,40,<=50K
23,Private,10,White,Male,0,0,40,<=50K
26,Private,13,White,Male,0,0,58,>50K
48,Private,10,White,Female,0,0,20,<=50K
26,Private,10,White,Male,7688,0,40,>50K
25,State-gov,13,White,Female,0,0,40,<=50K
44,Self-emp-inc,10,White,Male,0,0,50,>50K
33,Private,9,White,Female,0,0,40,<=50K
35,Private,13,White,Female,0,0,45,<=50K
23,Private,10,White,Male,0,0,20,<=50K
46,Local-gov,11,White,Female,0,0,36,<=50K
32,Private,10,White,Female,2597,0,40,<=50K
42,Self-emp-not-inc,13,White,Male,0,0,50,>50K
25,Private,12,White,Male,0,0,45,<=50K
25,Private,5,White,Male,914,0,40,<=50K
49,Self-emp-not-inc,5,White,Male,0,0,40,<=50K
32,Private,10,White,Female,0,0,40,<=50K
32,Private,13,White,Male,0,0,48,>50K
26,Private,9,White,Female,0,0,35,<=50K
40,Self-emp-inc,13,White,Male,0,0,40,<=50K
55,Self-emp-not-inc,6,White,Male,0,0,18,<=50K
71,Private,9,White,Female,0,0,20,<=50K
21,Private,12,White,Female,0,0,25,<=50K
26,Federal-gov,9,Black,Female,0,0,40,<=50K
44,Local-gov,11,White,Female,0,0,40,<=50K
41,Private,9,White,Male,0,0,54,<=50K
28,Private,9,White,Male,4064,0,45,<=50K
40,Private,9,White,Male,0,0,40,<=50K
37,Self-emp-not-inc,9,Asian-Pac-Islander,Female,0,0,70,>50K
40,Private,10,White,Male,0,0,50,>50K
58,Private,9,White,Male,0,0,40,>50K
64,Self-emp-inc,11,White,Male,0,0,10,<=50K
27,Private,10,White,Female,0,0,40,<=50K
39,Private,9,White,Male,7298,0,40,>50K
39,Federal-gov,10,White,Male,0,0,45,>50K
71,Private,7,White,Female,0,0,75,<=50K
25,Private,6,Black,Female,0,0,50,<=50K
47,Local-gov,10,White,Male,0,0,40,<=50K
37,Private,3,White,Female,0,0,40,<=50K
74,Self-emp-inc,9,White,Male,0,0,30,>50K
57,Private,9,Black,Male,0,1887,40,>50K
30,Private,9,White,Female,0,0,45,<=50K
20,Private,9,White,Male,0,0,45,<=50K
25,Private,10,White,Female,0,0,40,<=50K
51,Private,3,White,Female,0,0,40,<=50K
21,Private,10,White,Female,0,0,55,<=50K
39,Local-gov,9,White,Male,0,0,56,<=50K
55,Private,6,White,Male,0,0,60,<=50K
28,Private,10,White,Male,0,0,60,>50K
46,Self-emp-inc,9,Amer-Indian-Eskimo,Female,15024,0,40,>50K
43,Local-gov,10,White,Male,0,0,40,<=50K
30,Private,10,Black,Female,0,0,35,<=50K
49,Self-emp-inc,13,White,Male,0,0,50,<=50K
18,Private,10,White,Female,0,0,30,<=50K
50,Private,6,White,Male,0,0,38,<=50K
35,Private,9,Asian-Pac-Islander,Male,0,1887,50,>50K
45,State-gov,11,White,Male,0,0,40,<=50K
23,Private,10,White,Female,0,0,40,<=50K
30,Private,9,Asian-Pac-Islander,Female,0,1573,35,<=50K
38,Private,15,White,Male,0,0,40,>50K
35,Self-emp-inc,13,White,Male,0,0,50,>50K
42,Private,15,Amer-Indian-Eskimo,Female,15024,0,40,>50K
36,State-gov,11,Asian-Pac-Islander,Male,0,0,37,<=50K
33,Private,13,White,Male,0,0,45,>50K
30,Private,13,White,Male,0,0,40,<=50K
24,Private,13,White,Female,0,0,32,<=50K
27,State-gov,16,White,Male,0,0,77,<=50K
20,Private,9,Asian-Pac-Islander,Female,0,0,24,<=50K
18,Private,7,White,Female,0,0,40,<=50K
51,Private,9,Black,Female,0,0,38,<=50K
29,Private,9,White,Female,0,2179,40,<=50K
23,Private,9,White,Male,0,0,25,<=50K
21,Private,10,White,Female,0,0,37,<=50K
37,Private,10,White,Male,0,0,50,>50K
45,Private,13,White,Female,0,0,46,<=50K
38,Private,9,White,Male,0,0,40,>50K
27,State-gov,14,White,Male,0,0,40,<=50K
24,Private,9,White,Male,0,0,40,<=50K
37,Private,11,White,Male,0,0,40,<=50K
28,Private,9,Black,Female,0,0,48,<=50K
28,Private,10,White,Male,0,0,40,>50K
22,Private,10,White,Male,0,0,30,<=50K
24,Private,10,White,Female,0,0,30,<=50K
51,State-gov,9,White,Male,0,0,40,<=50K
37,Self-emp-not-inc,10,White,Male,0,0,40,<=50K
30,Private,8,White,Male,0,0,40,<=50K
37,Private,12,White,Male,0,0,65,>50K
24,Private,9,White,Male,0,0,60,<=50K
55,Private,11,White,Male,0,0,40,>50K
30,Private,4,White,Male,0,0,48,<=50K
49,Private,10,White,Male,0,0,50,>50K
48,Private,6,White,Female,0,0,40,<=50K
51,Private,14,White,Male,0,0,40,>50K
49,Private,9,White,Male,7688,0,55,>50K
40,Private,10,Black,Male,0,0,40,<=50K
57,Self-emp-not-inc,2,White,Female,0,1602,45,<=50K
35,Local-gov,14,Black,Female,0,0,40,<=50K
27,Private,11,White,Female,0,0,35,<=50K
49,Private,9,White,Female,0,0,40,<=50K
34,Private,10,White,Male,0,0,40,<=50K
53,Self-emp-not-inc,14,White,Male,0,0,50,>50K
47,Federal-gov,13,White,Female,0,0,40,<=50K
51,Private,13,White,Male,0,0,40,>50K
47,Private,13,White,Male,0,0,40,<=50K
32,Private,9,White,Male,0,0,25,<=50K
26,Private,9,White,Male,0,0,55,<=50K
54,Self-emp-not-inc,14,White,Male,0,0,50,>50K
69,Private,9,White,Female,0,0,40,<=50K
29,Local-gov,13,White,Female,0,0,42,<=50K
49,Self-emp-not-inc,13,White,Male,0,0,50,<=50K
37,Private,9,White,Male,0,1669,55,<=50K
22,Private,12,White,Female,0,0,20,<=50K
35,Private,9,White,Male,0,0,48,<=50K
32,Private,13,White,Male,0,0,40,<=50K
51,Private,9,White,Male,0,0,40,<=50K
72,Self-emp-not-inc,15,White,Male,0,2246,28,>50K
43,Private,13,White,Male,15024,0,50,>50K
25,Private,9,White,Male,0,0,40,<=50K
33,Private,10,White,Male,0,0,70,<=50K
25,Private,11,Amer-Indian-Eskimo,Male,0,0,40,<=50K
25,Private,13,White,Male,0,0,40,<=50K
31,State-gov,13,White,Male,0,0,40,<=50K
35,Federal-gov,14,White,Male,8614,0,40,>50K
29,Private,10,White,Male,0,1485,40,>50K
33,Self-emp-not-inc,13,White,Male,0,0,50,<=50K
40,Private,11,White,Male,0,0,40,<=50K
32,Private,9,White,Male,0,0,40,<=50K
37,Local-gov,13,White,Male,7298,0,40,>50K
70,Self-emp-inc,15,White,Male,0,0,35,>50K
70,Private,10,White,Male,0,0,80,<=50K
36,Private,4,White,Male,0,0,35,<=50K
44,Private,9,White,Male,0,0,60,>50K
36,Local-gov,10,White,Male,0,0,40,>50K
62,Private,11,Black,Female,0,0,20,<=50K
30,Private,9,White,Male,0,0,40,<=50K
35,Private,13,White,Male,0,0,50,<=50K
54,Private,4,White,Male,0,0,40,<=50K
18,Federal-gov,7,White,Male,0,0,4,<=50K
38,Private,13,White,Male,7688,0,45,>50K
30,Private,9,White,Male,0,0,40,<=50K
36,Private,9,White,Female,0,0,50,<=50K
40,Private,10,White,Female,0,0,40,<=50K
48,Self-emp-not-inc,16,White,Female,0,0,60,>50K
56,Private,15,White,Male,0,0,45,>50K
19,Private,10,White,Female,0,0,30,<=50K
33,Private,10,Black,Male,0,0,40,>50K
42,State-gov,9,Amer-Indian-Eskimo,Male,0,0,40,<=50K
47,Private,7,White,Female,0,0,45,<=50K
41,Private,14,White,Male,15024,0,40,>50K
35,Private,10,Black,Male,0,0,50,>50K
18,Private,10,White,Female,0,0,20,<=50K
30,Private,10,White,Male,0,0,50,>50K
33,Private,4,White,Male,0,0,43,<=50K
30,Private,13,White,Male,0,0,40,>50K
21,Private,11,White,Male,0,0,40,<=50K
21,Private,10,White,Female,0,0,10,<=50K
37,Private,13,White,Male,0,0,50,>50K
27,Private,11,White,Male,0,0,60,<=50K
37,Private,10,Asian-Pac-Islander,Female,0,0,40,>50K
34,Private,9,White,Male,0,0,45,<=50K
46,Private,10,Asian-Pac-Islander,Male,0,0,40,<=50K
21,Private,9,White,Female,0,0,40,<=50K
38,Private,5,White,Male,0,0,40,<=50K
24,Private,9,White,Male,0,0,35,<=50K
43,Private,13,White,Male,0,0,35,<=50K
40,Federal-gov,10,Black,Male,0,0,40,>50K
32,Private,6,White,Female,0,0,40,<=50K
41,Self-emp-not-inc,14,White,Male,0,0,65,<=50K
33,Private,10,White,Female,0,0,30,<=50K
36,Self-emp-not-inc,14,White,Male,10520,0,45,>50K
17,Private,7,Asian-Pac-Islander,Female,0,0,24,<=50K
39,State-gov,10,Black,Male,0,0,40,<=50K
20,Private,10,White,Female,0,0,16,<=50K
35,Self-emp-inc,9,White,Male,0,0,60,<=50K
24,Private,4,White,Male,0,0,40,<=50K
27,Private,9,White,Male,2580,0,45,<=50K
58,Local-gov,13,Black,Male,0,0,40,<=50K
39,Private,14,White,Female,0,0,50,<=50K
37,State-gov,13,White,Female,8614,0,40,>50K
19,Private,10,White,Male,0,0,15,<=50K
57,Federal-gov,14,Black,Male,15024,0,40,>50K
25,Private,13,White,Male,0,0,40,<=50K
19,Private,10,White,Male,0,0,50,<=50K
22,Private,9,White,Male,0,0,60,<=50K
34,Self-emp-inc,13,White,Male,0,0,60,<=50K
17,Private,6,White,Male,0,0,18,<=50K
21,Private,10,White,Female,0,0,40,<=50K
21,Private,4,White,Male,0,0,40,<=50K
50,Private,14,White,Male,0,0,40,>50K
48,Local-gov,14,White,Female,0,0,40,>50K
20,Private,10,White,Female,0,0,40,<=50K
28,Private,9,White,Male,0,0,50,<=50K
37,Local-gov,10,White,Male,0,0,40,>50K
20,Private,5,White,Female,0,0,40,<=50K
31,Private,9,Black,Male,0,0,40,<=50K
30,Local-gov,10,Black,Male,0,0,40,<=50K
35,Private,14,White,Female,0,0,40,<=50K
34,State-gov,10,White,Male,0,0,38,<=50K
72,Private,13,White,Male,0,0,17,<=50K
49,Private,9,White,Male,0,0,40,<=50K
37,Private,9,White,Male,0,0,35,<=50K
27,Private,9,Black,Female,0,0,40,<=50K
65,Private,9,White,Female,0,0,40,<=50K
20,Private,10,White,Female,0,0,30,<=50K
23,Private,10,White,Male,0,0,40,<=50K
42,Private,11,White,Female,0,0,40,<=50K
27,Private,14,White,Female,0,0,46,<=50K
20,Private,10,White,Female,0,0,19,<=50K
35,Private,5,White,Male,0,0,40,<=50K
42,Self-emp-not-inc,10,White,Male,0,0,40,<=50K
43,Private,10,Black,Male,0,0,50,<=50K
31,Private,10,White,Male,0,0,40,<=50K
22,Private,9,White,Male,0,0,40,<=50K
30,Private,9,White,Female,0,0,40,<=50K
53,Private,12,White,Female,0,0,60,<=50K
31,Private,9,White,Male,0,0,40,<=50K
20,Private,9,White,Male,0,0,40,<=50K
65,Private,10,White,Male,0,0,40,<=50K
24,Private,10,White,Male,0,0,65,<=50K
32,Self-emp-not-inc,10,White,Male,0,0,50,>50K
37,Private,9,White,Male,0,0,35,<=50K
52,Private,10,White,Male,0,0,45,>50K
19,Private,7,White,Male,0,0,20,<=50K
33,Private,12,White,Male,0,0,40,<=50K
47,Private,9,White,Female,0,0,40,>50K
50,Private,12,Asian-Pac-Islander,Male,0,0,40,<=50K
38,Private,9,White,Male,0,0,40,<=50K
25,Private,9,White,Male,0,0,40,>50K
35,Private,15,White,Male,0,0,75,>50K
35,Private,9,Black,Female,0,0,40,<=50K
19,Private,10,White,Female,0,0,15,<=50K
32,Private,9,Black,Female,0,0,40,<=50K
26,Private,9,Asian-Pac-Islander,Male,0,0,40,<=50K
44,Private,10,Black,Female,0,0,35,<=50K
65,Self-emp-not-inc,13,White,Male,3818,0,10,<=50K
38,Private,10,White,Female,0,0,40,<=50K
37,Federal-gov,10,Amer-Indian-Eskimo,Female,0,0,20,<=50K
35,Private,9,White,Male,0,0,40,<=50K
49,Self-emp-not-inc,16,White,Male,99999,0,70,>50K
30,Private,9,Black,Male,0,0,40,<=50K
50,Private,15,White,Male,0,0,50,>50K
31,Private,10,White,Male,0,0,40,>50K
25,Private,14,White,Male,0,0,40,<=50K
33,Private,10,White,Male,0,0,40,>50K
72,Private,2,Black,Male,0,0,40,<=50K
70,Private,5,White,Female,2653,0,40,<=50K
27,Private,13,Asian-Pac-Islander,Male,13550,0,40,>50K
20,Private,10,White,Female,0,0,20,<=50K
32,Private,9,White,Male,0,0,40,<=50K
60,Private,9,White,Male,0,0,50,<=50K
31,Self-emp-inc,10,Asian-Pac-Islander,Female,0,0,70,<=50K
38,Private,9,White,Male,0,0,50,>50K
26,Private,7,White,Male,0,0,40,<=50K
76,Self-emp-not-inc,14,White,Male,0,0,10,<=50K
26,Private,10,White,Male,0,0,40,<=50K
37,Federal-gov,10,Black,Female,0,0,40,<=50K
27,Private,13,White,Male,0,0,35,<=50K
31,Private,9,White,Male,0,0,43,>50K
53,Private,9,White,Male,0,0,40,>50K
18,Never-worked,10,White,Male,0,0,4,<=50K
65,Private,9,White,Male,0,0,24,<=50K
30,Private,15,White,Female,0,0,45,>50K
50,Private,12,Black,Female,0,0,40,>50K
77,Private,9,White,Female,0,0,32,<=50K
31,Private,14,White,Female,0,0,46,<=50K
28,Private,13,White,Male,0,0,40,<=50K
33,Private,10,Asian-Pac-Islander,Male,0,0,26,<=50K
34,Local-gov,10,White,Male,0,0,50,>50K
25,Local-gov,13,Black,Female,0,0,40,<=50K
46,Self-emp-not-inc,14,White,Male,0,0,25,<=50K
39,Local-gov,13,White,Female,0,0,50,>50K
26,Private,10,White,Male,0,0,50,<=50K
52,Local-gov,8,White,Male,0,0,40,<=50K
73,Private,5,White,Female,0,0,9,<=50K
68,Private,10,White,Male,0,0,15,<=50K
19,Private,10,Asian-Pac-Islander,Female,0,0,18,<=50K
24,Private,13,White,Male,0,0,40,<=50K
36,Private,13,White,Male,0,0,40,<=50K
37,Private,9,White,Male,0,0,40,<=50K
35,State-gov,10,White,Female,0,0,15,<=50K
52,Private,11,White,Female,0,0,40,<=50K
33,Local-gov,12,White,Male,0,0,40,<=50K
20,Private,10,White,Female,0,0,30,<=50K
26,Private,10,White,Male,0,0,40,<=50K
54,Private,9,White,Male,0,0,41,<=50K
73,Local-gov,3,White,Male,0,0,6,<=50K
17,Private,7,White,Female,0,0,12,<=50K
49,Federal-gov,10,Black,Female,0,0,40,<=50K
47,Private,13,White,Male,4064,0,60,<=50K
23,Private,9,White,Male,0,0,40,<=50K
29,Private,13,White,Male,0,0,40,>50K
48,Private,14,White,Male,15024,0,40,>50K
29,Private,10,Black,Male,0,0,40,<=50K
34,Private,6,White,Male,0,0,40,<=50K
22,Private,12,Black,Male,0,2824,40,>50K
20,Private,9,Other,Male,0,0,40,<=50K
64,Self-emp-not-inc,13,White,Male,0,0,24,>50K
28,Private,12,White,Male,0,0,30,<=50K
21,Private,9,White,Male,0,0,40,<=50K
47,Local-gov,10,White,Female,0,0,20,<=50K
45,Self-emp-not-inc,13,Asian-Pac-Islander,Male,0,0,45,>50K
20,Private,10,White,Male,0,0,30,<=50K
65,Self-emp-not-inc,5,White,Male,0,0,45,<=50K
36,Private,12,Black,Female,0,0,32,<=50K
49,Private,9,White,Male,0,0,40,<=50K
40,Private,5,White,Male,0,0,40,<=50K
43,Local-gov,10,White,Male,4386,0,99,>50K
56,Private,9,White,Male,0,0,40,>50K
27,Self-emp-not-inc,9,White,Male,0,2258,50,<=50K
34,Private,11,White,Female,0,0,40,<=50K
42,Local-gov,10,White,Male,0,0,40,<=50K
52,Self-emp-inc,9,White,Male,15024,0,40,>50K
49,Private,14,White,Female,0,0,40,<=50K
50,Private,13,White,Male,15024,0,40,>50K
23,Private,13,Amer-Indian-Eskimo,Male,0,0,40,<=50K
29,Private,9,White,Male,0,0,40,<=50K
61,Private,4,Black,Male,0,0,40,<=50K
38,Private,11,White,Male,0,0,50,<=50K
23,Private,9,White,Male,0,0,40,<=50K
21,Private,9,White,Male,0,0,40,<=50K
58,Private,9,White,Male,0,0,53,>50K
38,Local-gov,10,White,Male,0,0,45,<=50K
34,Private,10,White,Female,0,0,40,<=50K
65,Private,9,White,Female,1848,0,50,<=50K
44,Private,9,White,Male,0,0,60,<=50K
49,Self-emp-inc,10,White,Male,0,0,25,<=50K
30,State-gov,6,White,Male,0,0,40,<=50K
35,Private,11,Black,Male,0,0,38,<=50K
35,Private,9,White,Male,0,0,40,<=50K
50,Private,9,White,Male,0,0,2,<=50K
28,Private,9,Asian-Pac-Islander,Female,0,0,40,<=50K
19,Private,9,White,Female,0,0,14,<=50K
22,Local-gov,13,White,Female,0,0,35,<=50K
28,Private,2,White,Male,0,0,43,<=50K
49,Self-emp-not-inc,10,White,Female,0,0,30,<=50K
35,Private,13,White,Male,0,0,50,>50K
45,Local-gov,13,White,Female,0,0,55,<=50K
40,Private,10,Black,Male,0,0,55,>50K
47,Local-gov,14,White,Female,5455,0,45,<=50K
29,Private,9,Black,Male,0,0,40,<=50K
22,Private,9,White,Male,0,0,40,<=50K
41,Private,11,White,Male,0,0,55,<=50K
22,Private,9,White,Male,0,0,40,<=50K
19,Without-pay,9,White,Male,0,0,20,<=50K
24,Private,10,White,Male,0,0,60,<=50K
59,State-gov,14,White,Male,0,0,50,<=50K
36,Private,15,White,Male,5178,0,60,>50K
47,Private,9,White,Female,0,0,40,<=50K
21,Private,10,White,Female,0,0,35,<=50K
33,Local-gov,10,White,Male,3908,0,40,<=50K
52,Private,11,White,Male,0,0,56,<=50K
54,State-gov,9,White,Male,0,0,40,<=50K
50,Self-emp-inc,13,Asian-Pac-Islander,Male,7688,0,50,>50K
51,Private,9,White,Male,3103,0,40,>50K
59,Self-emp-inc,10,White,Male,15024,0,60,>50K
47,Self-emp-not-inc,9,White,Female,0,0,35,<=50K
27,Local-gov,7,White,Male,0,0,40,<=50K
34,Private,10,White,Male,0,0,42,>50K
53,Self-emp-inc,10,White,Female,0,0,40,<=50K
47,Local-gov,14,White,Male,0,0,35,>50K
32,Private,5,White,Male,0,0,50,<=50K
39,Private,9,White,Female,0,0,40,<=50K
52,Private,9,White,Male,2105,0,40,<=50K
26,Self-emp-inc,13,White,Male,0,0,80,>50K
19,Private,4,White,Male,0,1602,32,<=50K
41,Private,9,White,Male,0,2051,60,<=50K
75,Private,10,White,Male,0,0,35,>50K
34,Private,12,White,Male,0,0,60,<=50K
76,Local-gov,9,White,Female,0,0,13,<=50K
19,Private,10,White,Female,0,0,25,<=50K
59,Private,9,White,Female,0,0,40,<=50K
52,Private,5,White,Male,0,0,40,<=50K
32,Private,10,White,Male,0,0,40,<=50K
28,Private,9,White,Male,0,0,40,<=50K
59,Private,9,White,Male,0,1887,40,>50K
23,Private,13,White,Male,0,0,50,<=50K
24,Private,13,White,Female,7688,0,45,>50K
61,Private,9,White,Female,0,0,4,<=50K
50,Local-gov,10,White,Male,0,0,40,<=50K
46,Self-emp-inc,10,White,Male,0,0,60,>50K
20,Private,10,White,Male,0,0,40,<=50K
50,Self-emp-inc,10,White,Male,0,0,40,<=50K
41,Self-emp-not-inc,9,White,Male,0,0,40,>50K
41,Self-emp-not-inc,14,White,Male,0,0,5,>50K
25,Private,14,White,Male,0,0,99,>50K
20,Private,9,White,Male,0,0,8,<=50K
27,Private,11,White,Male,0,0,40,<=50K
29,Private,11,White,Male,0,0,40,<=50K
30,Private,5,White,Male,2580,0,40,<=50K
36,Private,10,White,Male,3137,0,50,<=50K
37,Private,10,White,Male,0,0,50,<=50K
47,Private,9,White,Male,0,0,40,<=50K
45,Private,13,White,Male,0,1408,40,<=50K
34,Private,10,White,Male,0,0,40,<=50K
36,State-gov,9,White,Male,7298,0,40,>50K
34,Self-emp-not-inc,9,White,Male,0,0,40,<=50K
49,Local-gov,9,White,Male,0,0,40,<=50K
23,Private,13,White,Male,0,0,40,<=50K
51,Private,11,White,Male,5013,0,40,<=50K
42,Local-gov,10,White,Male,0,0,72,>50K
59,Private,5,White,Male,0,0,30,<=50K
28,Self-emp-not-inc,9,White,Female,0,0,40,<=50K
26,Private,9,White,Male,0,0,40,<=50K
23,Private,13,White,Female,0,0,40,<=50K
73,Self-emp-not-inc,9,White,Male,0,0,40,<=50K
46,Self-emp-not-inc,13,White,Male,0,0,40,>50K
35,Private,12,White,Female,0,0,50,<=50K
25,Private,9,White,Male,0,0,40,<=50K
23,Private,10,White,Female,0,0,50,<=50K
41,Federal-gov,10,Black,Male,4650,0,40,<=50K
25,Private,13,White,Female,0,0,40,<=50K
24,Private,10,White,Male,0,0,50,>50K
24,Private,10,White,Male,0,0,40,<=50K
29,Private,9,White,Male,0,0,40,<=50K
40,Private,14,White,Male,0,0,50,>50K
39,State-gov,16,White,Female,0,0,40,>50K
31,Private,15,White,Male,0,0,25,>50K
26,Private,3,White,Male,0,0,30,<=50K
26,Private,9,White,Male,0,0,40,<=50K
48,Private,13,Asian-Pac-Islander,Female,0,0,40,<=50K
34,Self-emp-not-inc,13,Asian-Pac-Islander,Male,0,0,60,<=50K
37,Private,9,White,Male,0,0,40,<=50K
19,Private,9,Black,Male,0,0,30,<=50K
45,Private,13,White,Male,0,0,40,>50K
40,Private,13,White,Male,0,0,40,<=50K
23,Private,13,White,Female,3325,0,40,<=50K
36,Private,7,Black,Female,0,0,12,<=50K
33,Private,10,White,Female,0,0,26,<=50K
42,Private,12,Black,Female,0,0,40,>50K
31,State-gov,8,White,Female,0,0,40,<=50K
44,Private,9,White,Female,0,0,40,>50K
61,Self-emp-not-inc,15,White,Male,0,0,35,>50K
31,Private,9,Amer-Indian-Eskimo,Male,0,0,40,<=50K
22,Private,7,White,Female,0,0,40,<=50K
35,Private,9,White,Male,0,0,40,<=50K
42,Private,9,Black,Male,0,0,40,<=50K
53,Private,10,White,Female,0,0,40,<=50K
34,Private,13,White,Male,7688,0,40,>50K
81,Self-emp-not-inc,2,White,Male,0,0,45,<=50K
29,Federal-gov,10,Black,Male,0,0,60,<=50K
21,Private,9,White,Female,0,0,40,<=50K
43,Self-emp-not-inc,8,White,Male,0,0,60,<=50K
36,Local-gov,14,White,Female,0,0,40,<=50K
20,Private,9,Amer-Indian-Eskimo,Male,0,0,48,<=50K
39,Self-emp-inc,9,White,Male,0,0,50,<=50K
59,State-gov,10,White,Male,0,2179,40,<=50K
46,Private,9,White,Male,0,0,40,>50K
30,Self-emp-not-inc,11,White,Male,0,0,60,<=50K
20,Private,9,White,Male,0,0,30,<=50K
46,Private,16,White,Male,0,0,70,<=50K
39,Private,13,White,Male,0,0,45,<=50K
36,Private,14,White,Male,0,0,40,>50K
32,Private,10,White,Male,0,0,50,<=50K
50,Private,13,White,Male,0,0,40,>50K
45,Private,11,Asian-Pac-Islander,Female,0,0,40,<=50K
29,Private,14,White,Female,0,0,50,<=50K
35,Private,9,White,Female,6849,0,40,<=50K
36,Self-emp-not-inc,13,Black,Female,0,0,40,>50K
21,Private,10,White,Female,0,0,25,<=50K
24,Private,13,White,Female,0,0,40,<=50K
28,Private,14,White,Male,0,0,50,<=50K
61,Self-emp-inc,9,White,Male,0,0,35,>50K
50,Federal-gov,9,Black,Female,0,0,12,<=50K
58,Private,4,White,Male,0,0,40,<=50K
39,Private,9,White,Female,0,0,40,<=50K
41,Local-gov,9,White,Male,0,0,40,<=50K
51,Private,14,White,Male,0,0,40,>50K
47,Private,9,White,Female,0,0,40,<=50K
23,Private,10,White,Male,0,0,40,<=50K
40,Private,14,White,Male,0,0,43,<=50K
55,Private,9,Amer-Indian-Eskimo,Female,0,0,45,<=50K
34,Private,11,White,Male,7688,0,40,>50K
49,Private,13,White,Male,0,2415,55,>50K
31,Private,9,White,Male,0,0,55,<=50K
52,Local-gov,13,White,Male,0,0,40,<=50K
21,Private,10,White,Female,0,0,9,<=50K
41,Private,13,White,Male,0,0,70,<=50K
39,Private,9,White,Female,0,0,45,<=50K
35,Private,9,White,Female,0,0,54,<=50K
51,Private,9,White,Female,0,0,43,<=50K
31,Federal-gov,9,White,Male,0,0,40,>50K
26,Private,9,Black,Male,0,0,40,<=50K
31,Private,10,White,Female,0,0,40,<=50K
50,State-gov,9,White,Male,0,0,40,<=50K
35,Self-emp-not-inc,11,White,Male,0,0,65,<=50K
27,Self-emp-not-inc,11,White,Male,0,0,30,<=50K
39,Private,3,White,Male,0,0,40,<=50K
45,Private,5,White,Female,0,0,40,>50K
51,Self-emp-inc,10,White,Female,0,0,40,<=50K
34,Private,9,White,Male,0,0,40,<=50K
44,Private,5,White,Male,0,0,40,<=50K
36,Private,10,Black,Female,0,0,40,<=50K
24,Self-emp-not-inc,10,White,Female,0,0,75,<=50K
21,Private,9,White,Female,0,1719,16,<=50K
42,Self-emp-not-inc,10,White,Male,0,0,40,<=50K
48,Private,15,White,Male,0,1977,40,>50K
43,Self-emp-not-inc,9,White,Male,0,0,30,<=50K
67,Self-emp-not-inc,13,White,Male,0,0,40,<=50K
33,Private,10,White,Female,0,0,35,<=50K
44,Private,13,White,Male,0,0,45,>50K
29,Private,11,White,Male,0,0,50,<=50K
24,State-gov,10,White,Female,0,0,45,<=50K
25,Private,6,Amer-Indian-Eskimo,Male,0,0,40,<=50K
31,Private,9,White,Female,0,0,8,<=50K
25,Private,12,White,Male,0,0,45,<=50K
61,Private,4,White,Female,0,0,40,<=50K
25,Private,14,White,Female,0,0,40,<=50K
43,Self-emp-not-inc,13,White,Male,0,0,60,<=50K
35,Private,10,White,Male,0,0,40,>50K
50,Private,3,White,Male,0,0,40,<=50K
19,Private,10,White,Male,0,0,30,<=50K
24,Private,10,Black,Male,0,0,40,<=50K
33,Self-emp-not-inc,7,White,Male,0,0,7,<=50K
37,Private,14,Asian-Pac-Islander,Male,0,0,40,<=50K
32,Private,12,Black,Male,0,0,50,<=50K
28,Private,9,White,Male,0,0,60,<=50K
21,Private,10,White,Male,0,0,10,<=50K
49,Private,4,White,Male,2407,0,50,<=50K
20,Private,10,White,Male,0,0,40,<=50K
18,Local-gov,9,White,Male,0,0,60,<=50K
65,Private,13,White,Male,10605,0,20,>50K
51,Private,13,White,Male,0,0,60,>50K
19,Private,9,White,Female,0,0,35,<=50K
44,Private,9,White,Male,0,0,40,<=50K
58,Self-emp-not-inc,9,White,Male,0,0,40,>50K
41,Federal-gov,14,White,Male,0,0,40,>50K
31,Private,10,Asian-Pac-Islander,Male,0,0,40,<=50K
54,Self-emp-not-inc,4,White,Male,0,0,60,<=50K
42,Self-emp-not-inc,13,White,Male,0,0,21,<=50K
27,Private,9,White,Female,0,0,40,<=50K
39,Private,9,White,Male,0,0,40,<=50K
46,Private,11,White,Female,0,0,40,<=50K
