Unnamed: 0,sex,age,race,priors_count,is_recid,c_charge_degree=F,c_charge_degree=M
3556,Male,24,Native American&more,2,neg,0,1
6884,Male,27,Native American&more,0,neg,1,0
6622,Male,27,African-American,2,pos,1,0
1378,Male,29,African-American,0,pos,0,1
167,Male,31,Native American&more,0,pos,1,0
3866,Male,32,Native American&more,4,pos,1,0
480,Male,56,Native American&more,0,pos,1,0
3527,Male,47,African-American,1,pos,0,1
1471,Male,64,Native American&more,0,pos,1,0
6199,Male,28,African-American,4,neg,1,0
5478,Male,31,African-American,2,pos,1,0
5929,Male,46,Native American&more,0,pos,1,0
1224,Female,30,Native American&more,1,pos,1,0
5151,Male,30,Native American&more,0,pos,0,1
5273,Male,43,Native American&more,2,pos,0,1
277,Male,30,African-American,11,neg,1,0
4949,Male,37,Native American&more,2,neg,1,0
1614,Male,28,Native American&more,9,pos,0,1
1486,Male,20,African-American,9,neg,1,0
2818,Male,21,African-American,1,neg,1,0
6606,Female,36,Native American&more,1,pos,0,1
4950,Female,49,African-American,1,pos,1,0
4129,Male,35,African-American,1,pos,0,1
1785,Male,36,Native American&more,6,pos,1,0
5922,Female,33,African-American,1,pos,1,0
586,Male,31,Native American&more,0,pos,0,1
6417,Male,55,Native American&more,27,pos,0,1
919,Male,63,African-American,3,pos,0,1
3503,Male,52,Native American&more,8,pos,1,0
3188,Male,29,African-American,2,neg,1,0
5926,Male,69,Native American&more,0,pos,1,0
5168,Male,25,African-American,4,neg,1,0
5991,Male,30,Native American&more,0,pos,1,0
4091,Male,49,African-American,1,pos,1,0
2824,Male,25,African-American,1,pos,0,1
1850,Male,24,Native American&more,11,neg,1,0
1018,Male,26,Native American&more,0,pos,1,0
6300,Male,27,African-American,4,neg,1,0
2943,Female,49,African-American,0,pos,1,0
5621,Male,26,African-American,2,pos,0,1
2669,Male,37,African-American,2,pos,0,1
6387,Male,23,Native American&more,0,pos,0,1
3908,Male,22,Native American&more,1,neg,1,0
4134,Female,21,African-American,2,pos,0,1
934,Male,47,Native American&more,0,pos,0,1
1294,Male,46,Native American&more,0,pos,0,1
1011,Male,51,Native American&more,0,neg,1,0
2044,Male,28,African-American,2,neg,0,1
7172,Male,61,African-American,4,neg,0,1
1199,Male,43,Native American&more,0,neg,0,1
2312,Male,19,African-American,1,neg,1,0
4406,Male,38,African-American,2,neg,1,0
2108,Male,29,African-American,6,pos,1,0
106,Female,39,Native American&more,1,pos,1,0
4600,Male,22,African-American,2,neg,1,0
5718,Male,30,African-American,0,pos,0,1
463,Male,28,African-American,5,pos,1,0
6664,Male,24,African-American,2,neg,1,0
4828,Male,21,Native American&more,0,neg,0,1
3306,Female,21,African-American,1,neg,0,1
1574,Female,33,Native American&more,2,pos,0,1
6390,Male,50,Native American&more,16,neg,1,0
3381,Female,27,African-American,0,neg,0,1
330,Male,45,African-American,1,pos,1,0
5608,Male,38,African-American,22,neg,0,1
1484,Male,63,Native American&more,0,neg,0,1
2594,Male,21,African-American,1,neg,1,0
5426,Male,44,African-American,0,pos,1,0
4216,Female,28,Native American&more,2,pos,1,0
2476,Male,24,Native American&more,3,neg,1,0
1619,Male,25,African-American,0,pos,1,0
4966,Male,33,Native American&more,10,pos,1,0
21,Male,21,African-American,1,neg,1,0
2123,Male,30,Native American&more,0,pos,0,1
3910,Female,24,Native American&more,7,neg,0,1
1860,Male,23,Native American&more,1,neg,1,0
3224,Female,26,African-American,3,neg,1,0
4779,Male,26,African-American,20,neg,1,0
6361,Male,27,African-American,8,neg,1,0
1932,Male,40,African-American,0,pos,1,0
1179,Female,33,Native American&more,2,neg,1,0
2027,Male,31,African-American,2,neg,1,0
2036,Male,21,Native American&more,0,neg,0,1
5489,Male,31,Native American&more,5,neg,1,0
2792,Male,25,African-American,1,neg,1,0
6252,Male,28,Native American&more,1,pos,1,0
4607,Male,25,African-American,10,neg,1,0
1399,Male,31,African-American,0,pos,1,0
2327,Female,39,Native American&more,4,neg,1,0
5451,Male,24,African-American,1,pos,1,0
4119,Male,21,African-American,0,pos,1,0
3112,Male,33,Native American&more,0,pos,0,1
5375,Male,20,African-American,0,neg,1,0
4029,Male,33,African-American,0,pos,0,1
3052,Male,43,African-American,8,pos,0,1
5618,Male,24,African-American,4,neg,1,0
3070,Male,29,Native American&more,0,pos,0,1
471,Male,58,African-American,12,neg,0,1
4617,Male,51,Native American&more,0,pos,0,1
4214,Female,42,Native American&more,3,pos,1,0
1387,Male,26,African-American,3,neg,1,0
4890,Female,24,African-American,0,neg,0,1
218,Male,61,Native American&more,1,pos,1,0
7183,Female,24,African-American,0,neg,1,0
4488,Male,27,Native American&more,0,neg,1,0
1581,Male,32,Native American&more,1,pos,0,1
942,Male,45,African-American,0,neg,1,0
2421,Male,24,African-American,0,pos,0,1
2257,Male,36,Native American&more,0,pos,1,0
2018,Male,35,Native American&more,1,pos,1,0
3343,Male,22,African-American,7,neg,1,0
6259,Female,52,Native American&more,6,pos,1,0
2902,Male,23,African-American,4,neg,1,0
2647,Male,31,African-American,3,pos,1,0
1978,Male,29,African-American,8,neg,1,0
1155,Male,23,African-American,2,neg,1,0
4112,Female,28,African-American,0,pos,1,0
257,Male,27,African-American,3,neg,0,1
5453,Male,43,African-American,15,neg,0,1
630,Male,27,Native American&more,5,pos,0,1
4263,Male,39,African-American,8,neg,1,0
6627,Female,41,African-American,7,neg,1,0
6572,Male,22,African-American,0,neg,1,0
6900,Male,27,African-American,15,neg,1,0
4551,Male,21,African-American,2,neg,1,0
1248,Male,22,African-American,1,neg,1,0
5347,Male,27,Native American&more,3,pos,0,1
612,Male,43,Native American&more,1,pos,0,1
8,Female,39,Native American&more,0,pos,0,1
3710,Male,40,African-American,3,pos,1,0
3435,Male,33,Native American&more,3,neg,1,0
4202,Male,47,African-American,9,neg,1,0
1651,Male,32,African-American,24,neg,1,0
1002,Male,25,African-American,2,pos,1,0
95,Male,39,Native American&more,2,neg,1,0
752,Male,20,African-American,0,neg,1,0
4770,Female,22,African-American,5,neg,1,0
2961,Male,45,Native American&more,1,neg,0,1
281,Male,32,Native American&more,2,pos,1,0
5575,Male,37,African-American,8,pos,0,1
4316,Male,29,African-American,3,neg,1,0
4984,Male,31,African-American,6,neg,0,1
3919,Male,28,Native American&more,1,neg,1,0
6769,Male,41,African-American,13,neg,1,0
7193,Male,25,African-American,1,pos,1,0
5290,Male,24,Native American&more,2,neg,1,0
6082,Male,48,Native American&more,1,pos,0,1
6397,Male,29,Native American&more,6,neg,1,0
1943,Male,46,Native American&more,1,neg,1,0
809,Male,36,Native American&more,11,pos,1,0
2827,Male,35,Native American&more,7,pos,1,0
4952,Male,63,Native American&more,5,pos,0,1
5987,Male,28,African-American,0,neg,1,0
1042,Male,32,Native American&more,2,neg,0,1
5742,Male,37,Native American&more,9,pos,1,0
492,Male,29,Native American&more,6,neg,1,0
3469,Female,25,Native American&more,0,pos,0,1
3107,Male,35,Native American&more,5,neg,1,0
6439,Male,28,Native American&more,6,neg,0,1
6545,Female,41,African-American,2,neg,1,0
6308,Female,29,Native American&more,1,neg,1,0
7064,Male,52,Native American&more,1,pos,0,1
389,Male,60,African-American,1,pos,1,0
2349,Male,39,Native American&more,2,neg,1,0
3751,Male,21,Native American&more,4,neg,0,1
3912,Male,57,Native American&more,9,neg,1,0
1956,Male,59,Native American&more,3,neg,0,1
4123,Female,38,Native American&more,5,neg,1,0
3049,Male,34,African-American,5,pos,0,1
418,Female,58,Native American&more,2,pos,0,1
6524,Male,24,Native American&more,0,neg,1,0
2576,Male,43,African-American,6,neg,0,1
1124,Male,35,African-American,5,neg,1,0
2341,Male,22,Native American&more,1,pos,1,0
2249,Male,24,Native American&more,6,neg,1,0
2762,Male,22,Native American&more,0,neg,0,1
2394,Male,26,African-American,0,pos,1,0
5645,Male,35,African-American,1,neg,0,1
7059,Male,47,African-American,0,pos,0,1
5428,Male,46,African-American,3,neg,1,0
4152,Male,27,African-American,2,neg,0,1
6860,Female,29,African-American,5,neg,1,0
4986,Male,26,African-American,2,neg,1,0
4725,Male,26,Native American&more,7,pos,1,0
354,Female,21,Native American&more,0,pos,1,0
6255,Male,20,African-American,2,neg,1,0
6189,Male,56,African-American,28,pos,1,0
496,Female,59,Native American&more,0,pos,0,1
629,Male,26,Native American&more,3,neg,1,0
3974,Male,57,African-American,19,pos,1,0
1394,Male,34,African-American,19,neg,1,0
1273,Male,28,African-American,0,pos,1,0
3510,Male,23,African-American,1,pos,0,1
1897,Male,50,Native American&more,8,pos,1,0
1490,Male,33,Native American&more,0,pos,0,1
775,Male,41,African-American,8,neg,1,0
3759,Female,35,African-American,2,neg,1,0
903,Male,26,Native American&more,4,neg,0,1
1335,Male,22,African-American,6,pos,1,0
6525,Male,34,African-American,10,pos,1,0
6302,Male,48,Native American&more,18,neg,1,0
4060,Female,46,Native American&more,1,neg,1,0
5474,Male,30,Native American&more,7,neg,1,0
2212,Male,21,Native American&more,1,pos,1,0
5272,Male,27,Native American&more,6,neg,1,0
3920,Male,21,African-American,1,neg,1,0
676,Male,22,African-American,3,pos,1,0
6812,Female,43,African-American,3,neg,1,0
677,Female,28,Native American&more,0,pos,0,1
1616,Male,48,Native American&more,1,pos,1,0
4264,Male,29,Native American&more,5,pos,1,0
3422,Male,35,African-American,27,pos,1,0
2013,Male,26,African-American,0,neg,0,1
4508,Male,51,African-American,17,neg,1,0
2984,Male,33,Native American&more,0,pos,1,0
6200,Male,28,African-American,12,neg,0,1
4626,Male,22,African-American,2,pos,1,0
454,Male,27,African-American,13,neg,0,1
3156,Male,22,African-American,0,neg,0,1
2523,Male,35,Native American&more,2,pos,1,0
4777,Male,31,Native American&more,2,pos,1,0
13,Male,41,African-American,0,pos,1,0
3705,Male,37,Native American&more,0,pos,1,0
837,Male,67,African-American,4,neg,0,1
6284,Male,50,African-American,2,pos,0,1
2163,Male,26,Native American&more,5,neg,1,0
4228,Male,39,African-American,13,neg,1,0
6977,Male,28,African-American,0,neg,0,1
233,Male,52,Native American&more,0,pos,1,0
5644,Male,24,African-American,0,neg,1,0
6172,Female,55,Native American&more,5,neg,1,0
3729,Male,36,African-American,14,neg,1,0
4616,Male,36,African-American,0,pos,1,0
7173,Male,51,Native American&more,7,pos,1,0
6384,Male,21,African-American,1,neg,1,0
6691,Male,38,Native American&more,8,pos,1,0
5285,Male,62,Native American&more,0,pos,1,0
2339,Male,45,African-American,17,neg,1,0
4861,Female,27,African-American,3,neg,1,0
6205,Male,50,Native American&more,1,neg,0,1
796,Male,48,Native American&more,2,pos,0,1
5143,Male,33,African-American,1,pos,1,0
4902,Male,22,Native American&more,0,pos,1,0
2933,Male,33,African-American,2,pos,0,1
1504,Female,41,Native American&more,0,pos,0,1
4805,Male,30,Native American&more,0,pos,1,0
2058,Male,58,African-American,38,neg,1,0
5379,Male,29,Native American&more,2,neg,0,1
464,Male,63,Native American&more,2,pos,1,0
6695,Male,23,African-American,4,pos,1,0
357,Male,26,African-American,6,neg,0,1
1429,Male,22,African-American,0,neg,0,1
4918,Male,36,Native American&more,1,pos,1,0
3358,Female,50,African-American,4,pos,1,0
3148,Male,65,Native American&more,3,pos,1,0
3565,Male,34,African-American,9,neg,0,1
1725,Male,27,African-American,3,pos,1,0
1694,Male,63,Native American&more,23,neg,1,0
1470,Male,42,Native American&more,1,pos,0,1
4485,Female,28,African-American,4,pos,1,0
465,Male,42,African-American,0,pos,1,0
984,Male,30,African-American,6,neg,1,0
5010,Female,38,African-American,0,pos,0,1
1679,Male,33,African-American,14,pos,1,0
3450,Male,29,African-American,5,pos,1,0
2979,Male,23,African-American,1,pos,1,0
2274,Male,24,African-American,3,neg,1,0
1974,Male,21,Native American&more,0,pos,1,0
1900,Male,37,African-American,13,neg,1,0
3495,Female,35,African-American,0,neg,0,1
5795,Male,21,African-American,1,neg,1,0
3673,Male,59,African-American,22,neg,1,0
82,Male,30,African-American,8,neg,0,1
3463,Male,25,African-American,1,neg,1,0
5549,Male,27,Native American&more,1,pos,0,1
5080,Male,53,African-American,5,neg,0,1
6064,Male,61,African-American,25,pos,1,0
254,Male,30,Native American&more,4,pos,1,0
3566,Male,48,African-American,4,pos,1,0
4102,Male,34,Native American&more,3,pos,1,0
1171,Male,21,African-American,0,neg,1,0
3890,Male,30,African-American,0,neg,1,0
2283,Male,28,African-American,6,neg,0,1
3988,Female,28,African-American,1,neg,1,0
3020,Female,32,African-American,2,pos,1,0
5322,Male,28,Native American&more,0,neg,1,0
1553,Male,29,Native American&more,0,pos,1,0
55,Male,24,African-American,2,neg,1,0
7007,Male,26,African-American,4,neg,1,0
5292,Male,56,Native American&more,13,pos,0,1
2005,Female,40,African-American,4,pos,0,1
1142,Male,31,Native American&more,3,pos,0,1
3143,Male,56,Native American&more,7,pos,1,0
4796,Male,24,African-American,2,neg,0,1
3058,Female,27,Native American&more,0,pos,0,1
1685,Male,38,Native American&more,1,pos,0,1
2454,Male,55,Native American&more,1,pos,0,1
5088,Male,21,African-American,0,neg,1,0
6355,Female,28,African-American,0,neg,1,0
2006,Male,34,African-American,3,pos,1,0
2057,Male,25,Native American&more,6,neg,1,0
1874,Male,23,Native American&more,0,neg,0,1
567,Male,27,African-American,5,neg,0,1
5673,Male,34,Native American&more,3,neg,1,0
1431,Female,27,Native American&more,6,neg,1,0
4502,Male,47,Native American&more,1,neg,1,0
6025,Male,25,Native American&more,1,neg,1,0
1729,Male,51,African-American,0,neg,1,0
754,Male,22,African-American,2,neg,1,0
1998,Male,25,Native American&more,4,pos,1,0
416,Male,21,Native American&more,0,pos,0,1
2285,Male,53,African-American,1,pos,0,1
1735,Male,33,Native American&more,7,neg,1,0
4438,Male,38,Native American&more,2,pos,0,1
196,Male,23,African-American,0,neg,1,0
5864,Male,58,Native American&more,0,pos,1,0
2222,Male,48,Native American&more,0,pos,0,1
3891,Male,24,African-American,3,neg,1,0
3212,Male,35,Native American&more,0,pos,0,1
4405,Female,26,Native American&more,1,pos,1,0
3167,Male,55,Native American&more,0,pos,0,1
3298,Male,44,Native American&more,0,pos,1,0
986,Male,45,Native American&more,20,neg,1,0
721,Male,25,Native American&more,0,neg,1,0
3784,Male,26,Native American&more,1,pos,1,0
7111,Male,56,African-American,31,neg,1,0
4936,Female,41,African-American,0,pos,0,1
3720,Male,32,African-American,6,neg,0,1
25,Male,43,Native American&more,1,pos,0,1
5573,Female,47,African-American,7,neg,1,0
5700,Female,21,Native American&more,1,pos,0,1
3666,Female,28,Native American&more,0,pos,0,1
5211,Male,24,Native American&more,0,pos,1,0
5304,Female,36,African-American,1,pos,0,1
1044,Male,36,African-American,4,neg,0,1
5280,Female,23,African-American,2,neg,0,1
5480,Female,28,African-American,1,neg,0,1
2154,Male,44,Native American&more,0,pos,0,1
5855,Male,27,African-American,0,pos,1,0
234,Male,43,Native American&more,13,neg,1,0
54,Male,31,African-American,15,neg,1,0
7086,Male,34,African-American,1,pos,1,0
5287,Male,51,African-American,15,neg,1,0
2754,Male,37,African-American,22,neg,1,0
453,Male,20,Native American&more,0,neg,1,0
400,Male,22,African-American,0,neg,0,1
1459,Male,30,Native American&more,6,pos,1,0
4940,Male,26,African-American,1,neg,1,0
3473,Male,38,Native American&more,0,pos,0,1
1096,Male,50,Native American&more,8,pos,1,0
925,Female,69,Native American&more,0,pos,0,1
4817,Female,31,Native American&more,0,neg,1,0
2590,Male,40,Native American&more,0,pos,1,0
2073,Male,27,African-American,13,neg,1,0
1349,Male,32,African-American,11,neg,0,1
597,Male,31,African-American,3,neg,0,1
1235,Male,60,African-American,12,pos,1,0
7077,Male,29,African-American,15,neg,1,0
1048,Female,50,Native American&more,30,neg,0,1
2715,Male,48,African-American,0,pos,1,0
4428,Female,39,Native American&more,0,neg,0,1
3793,Male,35,Native American&more,1,neg,0,1
5616,Male,27,Native American&more,1,pos,0,1
2075,Male,20,Native American&more,0,neg,1,0
4754,Male,20,Native American&more,0,neg,1,0
1190,Male,47,Native American&more,2,pos,0,1
3170,Male,35,African-American,7,pos,1,0
5630,Male,52,African-American,2,pos,0,1
1157,Male,37,Native American&more,4,neg,1,0
3514,Male,20,Native American&more,3,neg,0,1
3279,Female,31,Native American&more,2,neg,1,0
1864,Male,29,Native American&more,1,pos,1,0
5552,Male,25,African-American,1,pos,1,0
2986,Male,37,Native American&more,1,pos,0,1
600,Male,40,African-American,0,pos,1,0
4128,Female,20,African-American,0,pos,0,1
6929,Male,31,Native American&more,0,pos,1,0
1573,Female,45,Native American&more,1,pos,0,1
287,Male,37,Native American&more,3,pos,1,0
4702,Male,26,African-American,2,neg,1,0
2862,Male,55,Native American&more,1,pos,0,1
1023,Female,25,African-American,5,neg,0,1
814,Male,26,Native American&more,8,pos,1,0
3187,Male,22,Native American&more,2,neg,1,0
1851,Male,31,African-American,1,neg,1,0
5352,Male,40,Native American&more,0,pos,0,1
3037,Female,39,Native American&more,10,neg,1,0
4694,Male,39,Native American&more,2,pos,1,0
2812,Female,51,Native American&more,14,pos,1,0
4080,Male,22,African-American,0,neg,1,0
4843,Male,24,Native American&more,2,neg,1,0
664,Male,52,Native American&more,0,pos,1,0
4498,Male,32,Native American&more,11,pos,1,0
1700,Male,23,African-American,3,pos,1,0
4043,Female,37,African-American,1,pos,1,0
4,Male,43,Native American&more,2,pos,1,0
574,Male,24,Native American&more,1,pos,1,0
701,Male,26,African-American,10,neg,0,1
6592,Female,42,African-American,1,pos,1,0
2416,Male,26,African-American,5,neg,1,0
1240,Male,29,African-American,4,neg,1,0
4347,Male,30,Native American&more,3,pos,1,0
1413,Male,34,Native American&more,0,pos,1,0
97,Female,54,Native American&more,0,pos,0,1
3578,Male,35,African-American,1,pos,1,0
2676,Male,27,Native American&more,1,pos,1,0
5853,Male,27,African-American,2,pos,1,0
6244,Male,49,Native American&more,0,pos,0,1
608,Male,37,Native American&more,2,pos,0,1
5593,Male,25,Native American&more,10,neg,1,0
872,Male,40,Native American&more,0,pos,1,0
4677,Male,45,Native American&more,8,pos,1,0
5523,Female,24,African-American,0,pos,1,0
6394,Male,29,African-American,3,neg,1,0
3336,Male,50,Native American&more,26,neg,1,0
4459,Male,22,African-American,0,neg,1,0
1200,Male,49,Native American&more,8,neg,1,0
4177,Male,22,Native American&more,1,pos,1,0
2680,Male,55,Native American&more,1,pos,1,0
5107,Male,24,African-American,1,neg,1,0
7144,Female,30,Native American&more,3,pos,1,0
3868,Male,24,African-American,5,neg,1,0
3668,Male,58,Native American&more,1,pos,1,0
4753,Male,26,African-American,7,neg,0,1
3294,Female,26,African-American,5,neg,1,0
6708,Male,39,African-American,2,neg,0,1
1186,Male,52,African-American,3,pos,1,0
6833,Male,51,Native American&more,0,pos,1,0
2636,Male,39,African-American,1,pos,1,0
566,Male,24,Native American&more,8,pos,1,0
4075,Male,25,African-American,1,pos,1,0
1287,Male,30,Native American&more,0,pos,1,0
2456,Male,36,African-American,15,pos,1,0
3136,Male,31,Native American&more,6,neg,0,1
91,Male,21,Native American&more,1,neg,1,0
2987,Male,28,African-American,9,pos,0,1
4532,Male,31,Native American&more,1,neg,1,0
1376,Male,26,Native American&more,0,pos,1,0
5182,Male,55,Native American&more,0,pos,0,1
4650,Male,33,African-American,15,neg,0,1
4698,Male,22,Native American&more,0,pos,0,1
736,Male,29,African-American,0,pos,1,0
1517,Male,22,Native American&more,0,neg,0,1
6992,Male,21,African-American,1,pos,0,1
1036,Female,53,Native American&more,0,pos,0,1
6197,Male,46,Native American&more,0,pos,0,1
5091,Male,34,Native American&more,1,pos,1,0
5459,Male,56,Native American&more,6,neg,1,0
474,Male,20,African-American,1,neg,1,0
340,Male,30,Native American&more,1,neg,1,0
7096,Male,65,Native American&more,2,neg,0,1
3383,Male,27,African-American,3,pos,0,1
2795,Male,30,African-American,12,neg,1,0
4157,Male,21,African-American,2,neg,1,0
140,Male,59,Native American&more,1,neg,1,0
6393,Male,31,Native American&more,1,pos,0,1
5200,Male,37,Native American&more,0,pos,1,0
1663,Male,49,Native American&more,1,neg,1,0
7071,Male,66,Native American&more,0,pos,0,1
5356,Male,48,Native American&more,0,pos,1,0
5895,Male,22,African-American,1,neg,0,1
6465,Male,23,African-American,8,neg,1,0
5751,Male,32,Native American&more,4,neg,0,1
1830,Female,49,African-American,14,neg,0,1
6555,Male,20,African-American,0,neg,0,1
2770,Male,31,Native American&more,4,neg,1,0
4597,Male,33,African-American,16,neg,0,1
2764,Male,35,African-American,0,pos,1,0
2631,Male,27,Native American&more,7,neg,0,1
931,Male,32,African-American,14,neg,1,0
3283,Male,21,Native American&more,1,neg,0,1
274,Male,66,African-American,8,neg,1,0
6221,Male,28,Native American&more,0,pos,1,0
3758,Male,51,African-American,3,pos,1,0
6770,Male,23,Native American&more,0,pos,0,1
853,Male,48,Native American&more,1,pos,1,0
280,Male,35,African-American,2,pos,1,0
4371,Female,24,African-American,3,pos,1,0
4328,Male,30,Native American&more,1,neg,1,0
414,Male,53,African-American,11,pos,1,0
1958,Male,50,African-American,0,pos,1,0
978,Male,21,African-American,0,neg,1,0
215,Male,28,African-American,2,pos,0,1
2286,Female,27,African-American,2,neg,0,1
2329,Male,23,Native American&more,0,pos,1,0
4746,Male,27,African-American,2,neg,0,1
2781,Male,37,African-American,0,pos,0,1
5055,Male,20,African-American,2,neg,1,0
4555,Male,33,African-American,0,neg,0,1
6136,Male,31,Native American&more,1,neg,1,0
6224,Male,34,African-American,22,neg,1,0
2496,Male,27,African-American,8,neg,1,0
4252,Male,22,African-American,0,neg,1,0
679,Male,29,Native American&more,7,neg,1,0
4907,Male,80,Native American&more,0,pos,0,1
4290,Male,28,Native American&more,2,pos,1,0
266,Male,27,African-American,4,pos,1,0
2983,Male,33,Native American&more,3,pos,1,0
2976,Male,27,African-American,2,neg,0,1
310,Male,37,Native American&more,5,pos,1,0
498,Female,22,Native American&more,2,neg,1,0
1436,Male,52,Native American&more,1,pos,1,0
1893,Male,33,African-American,2,neg,0,1
2608,Male,25,Native American&more,2,neg,1,0
3875,Male,27,African-American,2,pos,1,0
999,Male,22,Native American&more,1,neg,0,1
2143,Male,37,Native American&more,11,neg,1,0
3555,Male,50,African-American,2,neg,0,1
4383,Male,39,Native American&more,10,neg,1,0
2325,Male,67,African-American,4,pos,0,1
5056,Male,52,African-American,0,pos,0,1
738,Male,50,African-American,11,pos,1,0
734,Male,23,African-American,6,neg,1,0
3727,Male,26,Native American&more,1,pos,0,1
2010,Male,61,African-American,5,pos,1,0
3029,Female,24,Native American&more,1,pos,1,0
560,Male,41,Native American&more,1,pos,1,0
5755,Male,21,African-American,1,pos,1,0
886,Male,51,African-American,3,pos,1,0
1801,Male,47,African-American,23,neg,1,0
2942,Male,32,African-American,9,pos,1,0
5251,Male,31,African-American,13,neg,1,0
348,Male,47,African-American,3,pos,1,0
948,Male,54,African-American,0,pos,1,0
379,Female,24,African-American,0,pos,1,0
3507,Male,52,Native American&more,16,neg,1,0
4113,Male,27,Native American&more,1,pos,1,0
4072,Male,53,African-American,15,neg,1,0
3392,Male,54,African-American,11,pos,1,0
5087,Male,38,African-American,8,pos,0,1
1466,Male,21,African-American,1,pos,1,0
4903,Male,27,Native American&more,0,pos,0,1
6158,Male,32,African-American,4,neg,1,0
6891,Female,28,Native American&more,5,neg,1,0
3272,Male,32,African-American,0,neg,1,0
6939,Male,41,Native American&more,1,neg,1,0
6500,Male,28,African-American,11,neg,1,0
4361,Female,30,Native American&more,4,pos,1,0
696,Male,28,African-American,2,pos,0,1
4166,Male,48,African-American,8,neg,1,0
1793,Male,41,Native American&more,1,pos,0,1
2643,Male,53,African-American,0,pos,0,1
5275,Male,27,African-American,13,neg,1,0
1234,Male,27,Native American&more,1,pos,1,0
6375,Female,22,African-American,1,pos,0,1
5421,Male,37,Native American&more,6,neg,1,0
787,Male,31,Native American&more,0,pos,0,1
186,Male,57,Native American&more,1,pos,1,0
3779,Male,65,African-American,7,pos,0,1
7200,Female,20,African-American,0,neg,0,1
698,Male,44,African-American,1,pos,1,0
1629,Male,37,African-American,8,neg,1,0
4232,Male,31,African-American,15,pos,1,0
6181,Female,48,Native American&more,0,pos,1,0
1118,Male,33,African-American,12,neg,0,1
3155,Male,31,African-American,6,neg,0,1
2387,Male,23,African-American,1,neg,1,0
3523,Male,37,Native American&more,7,neg,1,0
5832,Male,22,African-American,1,neg,1,0
5257,Male,49,Native American&more,8,pos,1,0
2459,Male,56,African-American,1,pos,0,1
2879,Male,40,African-American,6,pos,1,0
6299,Male,27,African-American,6,pos,1,0
4116,Male,32,African-American,0,pos,0,1
5501,Female,39,African-American,3,pos,1,0
1926,Male,62,Native American&more,0,pos,0,1
2110,Male,20,African-American,0,neg,1,0
543,Male,27,African-American,5,neg,1,0
7047,Male,41,African-American,18,neg,1,0
2266,Male,46,Native American&more,2,pos,0,1
6578,Female,53,African-American,0,pos,1,0
3881,Male,29,Native American&more,2,pos,1,0
3062,Male,20,African-American,0,neg,0,1
7043,Male,28,African-American,2,neg,1,0
5577,Female,31,Native American&more,0,pos,0,1
2565,Male,22,African-American,0,neg,1,0
1862,Male,25,Native American&more,1,pos,1,0
3067,Male,34,Native American&more,0,pos,1,0
1737,Male,31,African-American,0,pos,0,1
6316,Female,38,Native American&more,0,pos,1,0
645,Male,30,African-American,8,neg,1,0
3206,Male,24,Native American&more,0,neg,0,1
1463,Male,25,African-American,5,neg,1,0
594,Male,32,Native American&more,1,pos,1,0
4374,Male,39,African-American,35,pos,1,0
6413,Female,21,African-American,0,neg,1,0
1101,Male,24,Native American&more,0,neg,1,0
6662,Male,28,African-American,5,neg,1,0
1561,Male,22,African-American,0,pos,1,0
2103,Male,25,African-American,0,neg,1,0
2484,Male,32,African-American,16,neg,1,0
6028,Female,48,Native American&more,17,pos,1,0
5670,Female,41,African-American,0,pos,0,1
3798,Male,34,African-American,7,pos,0,1
7009,Female,29,African-American,7,neg,1,0
4388,Male,33,Native American&more,0,pos,1,0
5446,Female,56,Native American&more,0,pos,0,1
2931,Male,60,African-American,19,neg,1,0
6191,Male,21,African-American,0,pos,1,0
2681,Male,26,African-American,13,neg,0,1
110,Male,38,Native American&more,5,neg,0,1
5800,Female,25,Native American&more,0,pos,0,1
5467,Female,48,African-American,18,neg,1,0
2197,Male,28,African-American,1,neg,1,0
89,Male,36,African-American,9,neg,1,0
2117,Male,29,African-American,12,neg,1,0
1063,Male,30,African-American,8,neg,1,0
5598,Male,32,African-American,1,pos,1,0
3217,Male,25,Native American&more,1,pos,1,0
3088,Male,31,African-American,4,pos,1,0
1280,Male,60,Native American&more,1,pos,1,0
1646,Male,35,African-American,23,neg,1,0
3633,Male,24,African-American,14,neg,1,0
3350,Male,35,African-American,2,pos,0,1
2093,Female,27,Native American&more,0,pos,0,1
5194,Male,25,African-American,0,pos,1,0
1084,Male,25,Native American&more,2,pos,0,1
2820,Male,27,African-American,6,neg,0,1
2126,Male,52,Native American&more,2,pos,1,0
3120,Male,45,Native American&more,3,pos,1,0
1885,Male,35,African-American,7,neg,1,0
4864,Male,28,Native American&more,0,neg,1,0
4825,Male,40,Native American&more,0,pos,1,0
2107,Male,26,Native American&more,0,pos,0,1
1750,Male,49,African-American,1,pos,0,1
7024,Male,49,Native American&more,3,neg,1,0
4944,Female,43,African-American,9,pos,0,1
6193,Male,25,African-American,1,neg,1,0
4139,Male,23,African-American,2,neg,0,1
5794,Male,50,Native American&more,1,pos,1,0
2906,Male,29,African-American,1,neg,0,1
1894,Male,33,African-American,10,neg,1,0
3388,Male,50,Native American&more,1,pos,1,0
4058,Female,23,Native American&more,2,pos,0,1
4089,Male,38,Native American&more,5,neg,0,1
6824,Male,43,African-American,2,pos,1,0
2503,Male,53,African-American,2,neg,1,0
2934,Male,25,Native American&more,9,neg,1,0
6116,Female,28,Native American&more,2,neg,1,0
2482,Male,24,Native American&more,2,pos,0,1
