Unnamed: 0,sex,age,race,priors_count,is_recid,c_charge_degree,pred_is_recid
3725.0,Male,33.0,Native American&more,1.0,neg,F,neg
6638.0,Female,20.0,Native American&more,0.0,neg,M,neg
1622.0,Male,30.0,African-American,0.0,pos,M,neg
6725.0,Male,54.0,Native American&more,3.0,neg,F,neg
6132.0,Male,21.0,Native American&more,2.0,pos,F,neg
2221.0,Female,29.0,African-American,9.0,neg,M,neg
6237.0,Male,33.0,Native American&more,6.0,neg,F,neg
4874.0,Male,24.0,African-American,0.0,pos,F,neg
2858.0,Male,37.0,Native American&more,1.0,neg,M,neg
1686.0,Male,48.0,African-American,14.0,neg,F,neg
1274.0,Male,53.0,Native American&more,4.0,pos,F,neg
6933.0,Male,22.0,African-American,0.0,neg,F,neg
6225.0,Male,32.0,Native American&more,2.0,pos,F,neg
538.0,Male,42.0,African-American,14.0,neg,F,neg
1159.0,Male,21.0,African-American,0.0,neg,F,neg
6981.0,Male,30.0,Native American&more,1.0,neg,M,neg
1797.0,Male,69.0,Native American&more,6.0,neg,F,neg
1736.0,Male,23.0,Native American&more,0.0,pos,M,neg
1547.0,Male,46.0,African-American,0.0,pos,F,pos
3041.0,Male,69.0,Native American&more,0.0,pos,M,neg
1331.0,Male,31.0,Native American&more,0.0,neg,F,neg
3281.0,Male,41.0,African-American,0.0,pos,F,neg
4891.0,Female,31.0,African-American,0.0,pos,F,neg
3940.0,Male,34.0,Native American&more,8.0,pos,F,neg
946.0,Male,23.0,Native American&more,0.0,pos,M,neg
6808.0,Female,38.0,Native American&more,0.0,pos,M,neg
6673.0,Female,44.0,Native American&more,1.0,pos,M,neg
3931.0,Male,51.0,Native American&more,1.0,pos,M,neg
5485.0,Female,21.0,African-American,0.0,pos,F,neg
6009.0,Female,20.0,Native American&more,0.0,neg,F,neg
3717.0,Female,23.0,Native American&more,0.0,pos,M,neg
5365.0,Male,21.0,Native American&more,0.0,neg,M,neg
6791.0,Male,28.0,Native American&more,3.0,neg,F,neg
1346.0,Male,36.0,Native American&more,6.0,pos,F,neg
5158.0,Male,29.0,Native American&more,8.0,neg,F,neg
3194.0,Male,59.0,African-American,3.0,neg,F,neg
1634.0,Male,52.0,Native American&more,2.0,pos,F,neg
5604.0,Male,24.0,African-American,5.0,pos,F,neg
3476.0,Female,22.0,Native American&more,2.0,neg,M,neg
5952.0,Male,26.0,Native American&more,2.0,pos,F,neg
2724.0,Male,41.0,Native American&more,1.0,neg,F,neg
5941.0,Male,36.0,Native American&more,10.0,neg,M,neg
3657.0,Male,43.0,African-American,4.0,neg,F,neg
2397.0,Female,26.0,African-American,0.0,pos,M,neg
5152.0,Female,21.0,Native American&more,0.0,pos,F,neg
1061.0,Female,49.0,Native American&more,4.0,pos,F,neg
10.0,Male,27.0,Native American&more,0.0,pos,F,pos
6466.0,Male,27.0,Native American&more,1.0,pos,F,neg
1305.0,Male,49.0,Native American&more,12.0,pos,M,neg
3119.0,Female,22.0,African-American,2.0,pos,F,neg
3094.0,Male,29.0,Native American&more,0.0,pos,M,neg
4939.0,Male,36.0,African-American,7.0,neg,F,neg
4594.0,Male,35.0,African-American,7.0,pos,F,neg
1905.0,Male,58.0,African-American,1.0,pos,F,pos
4973.0,Male,31.0,African-American,0.0,pos,F,neg
1965.0,Female,25.0,Native American&more,0.0,pos,F,neg
6970.0,Male,27.0,African-American,5.0,neg,M,neg
6068.0,Male,26.0,Native American&more,0.0,neg,F,neg
2540.0,Male,26.0,African-American,0.0,pos,M,neg
1963.0,Male,44.0,African-American,9.0,pos,F,neg
3898.0,Male,40.0,Native American&more,2.0,pos,M,neg
15.0,Male,31.0,African-American,7.0,neg,F,neg
2173.0,Male,30.0,African-American,4.0,neg,M,neg
2288.0,Male,47.0,African-American,22.0,neg,F,neg
4439.0,Male,27.0,African-American,9.0,neg,F,neg
6553.0,Male,20.0,Native American&more,0.0,pos,M,neg
4288.0,Male,38.0,Native American&more,2.0,pos,F,neg
5599.0,Male,45.0,Native American&more,0.0,pos,F,neg
2542.0,Male,21.0,Native American&more,1.0,pos,F,neg
2550.0,Male,37.0,Native American&more,11.0,pos,F,neg
5900.0,Male,55.0,African-American,1.0,pos,F,neg
2164.0,Male,31.0,Native American&more,1.0,pos,M,neg
472.0,Male,23.0,Native American&more,1.0,neg,M,neg
3028.0,Male,27.0,Native American&more,5.0,pos,F,neg
6843.0,Male,27.0,Native American&more,2.0,neg,M,neg
5610.0,Female,46.0,Native American&more,1.0,pos,F,neg
7136.0,Male,58.0,Native American&more,8.0,pos,M,neg
4692.0,Female,40.0,African-American,2.0,pos,M,neg
575.0,Male,64.0,Native American&more,1.0,pos,F,pos
4396.0,Female,38.0,African-American,0.0,pos,M,neg
5715.0,Male,24.0,Native American&more,0.0,pos,F,neg
5323.0,Male,34.0,African-American,4.0,pos,M,neg
4125.0,Female,44.0,African-American,0.0,pos,M,neg
539.0,Male,24.0,Native American&more,9.0,neg,M,neg
6798.0,Male,32.0,African-American,4.0,neg,F,neg
5101.0,Male,27.0,Native American&more,1.0,neg,M,neg
5477.0,Male,57.0,Native American&more,3.0,pos,M,neg
5882.0,Male,64.0,Native American&more,1.0,pos,M,neg
4715.0,Male,21.0,African-American,1.0,pos,F,neg
4054.0,Male,27.0,Native American&more,5.0,pos,M,neg
1919.0,Male,30.0,African-American,18.0,pos,M,neg
5033.0,Male,36.0,Native American&more,1.0,pos,M,neg
7127.0,Female,36.0,Native American&more,1.0,pos,M,neg
2034.0,Female,32.0,Native American&more,0.0,pos,M,neg
4592.0,Male,28.0,Native American&more,2.0,pos,F,neg
901.0,Female,42.0,Native American&more,0.0,pos,M,pos
3917.0,Male,22.0,African-American,1.0,pos,F,neg
2967.0,Male,29.0,Native American&more,0.0,neg,F,neg
4348.0,Male,33.0,African-American,21.0,neg,M,neg
4095.0,Male,51.0,African-American,3.0,pos,F,neg
276.0,Male,27.0,Native American&more,0.0,neg,F,pos
1683.0,Male,35.0,Native American&more,3.0,neg,M,neg
217.0,Male,28.0,Native American&more,0.0,pos,M,pos
3521.0,Female,37.0,Native American&more,1.0,pos,F,neg
2346.0,Male,24.0,African-American,2.0,neg,F,neg
479.0,Male,34.0,Native American&more,4.0,neg,F,neg
527.0,Male,23.0,Native American&more,0.0,pos,M,pos
2458.0,Male,23.0,African-American,1.0,pos,F,neg
1947.0,Male,30.0,African-American,1.0,pos,M,neg
4318.0,Male,21.0,African-American,1.0,neg,F,neg
6359.0,Male,37.0,African-American,6.0,neg,F,neg
5584.0,Female,20.0,Native American&more,1.0,pos,M,neg
3776.0,Female,33.0,Native American&more,0.0,neg,M,neg
6962.0,Male,39.0,Native American&more,0.0,pos,M,neg
822.0,Female,37.0,Native American&more,0.0,neg,M,pos
4577.0,Male,22.0,African-American,0.0,pos,F,neg
3363.0,Male,29.0,African-American,5.0,neg,F,neg
7202.0,Male,26.0,Native American&more,0.0,pos,F,neg
6041.0,Male,29.0,Native American&more,0.0,pos,M,neg
3634.0,Male,38.0,African-American,11.0,pos,F,neg
1264.0,Male,23.0,Native American&more,4.0,pos,F,neg
2629.0,Male,27.0,Native American&more,0.0,pos,F,neg
1698.0,Male,46.0,Native American&more,5.0,pos,M,neg
1592.0,Male,67.0,Native American&more,0.0,pos,M,pos
2256.0,Male,26.0,Native American&more,0.0,neg,M,neg
5052.0,Male,28.0,African-American,8.0,neg,F,neg
6935.0,Female,27.0,African-American,1.0,pos,F,neg
4696.0,Female,23.0,African-American,3.0,neg,F,neg
386.0,Male,37.0,African-American,23.0,neg,F,neg
1005.0,Male,27.0,African-American,11.0,neg,M,neg
4120.0,Female,34.0,Native American&more,0.0,neg,F,neg
7078.0,Male,28.0,African-American,2.0,neg,M,neg
3401.0,Male,33.0,Native American&more,1.0,pos,F,neg
7140.0,Male,25.0,Native American&more,5.0,neg,M,neg
170.0,Female,32.0,African-American,5.0,pos,F,neg
6596.0,Male,34.0,African-American,9.0,pos,F,neg
3714.0,Male,37.0,Native American&more,0.0,pos,M,neg
5327.0,Female,36.0,Native American&more,4.0,neg,F,neg
6835.0,Male,28.0,Native American&more,4.0,neg,F,neg
388.0,Male,53.0,African-American,2.0,pos,F,pos
4423.0,Female,24.0,Native American&more,0.0,pos,M,neg
561.0,Male,28.0,African-American,16.0,neg,F,neg
2855.0,Male,29.0,African-American,2.0,pos,F,neg
4368.0,Male,24.0,Native American&more,0.0,pos,F,neg
2244.0,Male,36.0,African-American,3.0,neg,M,neg
1135.0,Female,41.0,Native American&more,0.0,pos,M,pos
6459.0,Male,77.0,African-American,1.0,neg,M,neg
1321.0,Male,32.0,African-American,17.0,neg,F,neg
7039.0,Female,28.0,Native American&more,7.0,neg,F,neg
1409.0,Female,21.0,African-American,1.0,neg,M,neg
4464.0,Male,23.0,African-American,3.0,neg,F,neg
1422.0,Male,54.0,African-American,9.0,pos,M,neg
5883.0,Male,22.0,African-American,1.0,neg,F,neg
4410.0,Female,38.0,Native American&more,0.0,pos,F,neg
4801.0,Male,22.0,Native American&more,3.0,neg,F,neg
3060.0,Male,48.0,Native American&more,20.0,neg,F,neg
6461.0,Male,46.0,Native American&more,11.0,neg,F,neg
1038.0,Male,55.0,African-American,17.0,neg,F,neg
4860.0,Male,22.0,African-American,1.0,neg,F,neg
661.0,Male,35.0,African-American,0.0,pos,M,pos
47.0,Male,49.0,Native American&more,0.0,pos,M,pos
3556.0,Male,24.0,Native American&more,2.0,neg,M,neg
6884.0,Male,27.0,Native American&more,0.0,neg,F,neg
6622.0,Male,27.0,African-American,2.0,pos,F,neg
1378.0,Male,29.0,African-American,0.0,pos,M,neg
167.0,Male,31.0,Native American&more,0.0,pos,F,pos
3866.0,Male,32.0,Native American&more,4.0,pos,F,neg
480.0,Male,56.0,Native American&more,0.0,pos,F,pos
3527.0,Male,47.0,African-American,1.0,pos,M,neg
1471.0,Male,64.0,Native American&more,0.0,pos,F,pos
6199.0,Male,28.0,African-American,4.0,neg,F,neg
5478.0,Male,31.0,African-American,2.0,pos,F,neg
5929.0,Male,46.0,Native American&more,0.0,pos,F,neg
1224.0,Female,30.0,Native American&more,1.0,pos,F,neg
5151.0,Male,30.0,Native American&more,0.0,pos,M,neg
5273.0,Male,43.0,Native American&more,2.0,pos,M,neg
277.0,Male,30.0,African-American,11.0,neg,F,neg
4949.0,Male,37.0,Native American&more,2.0,neg,F,neg
1614.0,Male,28.0,Native American&more,9.0,pos,M,neg
1486.0,Male,20.0,African-American,9.0,neg,F,neg
2818.0,Male,21.0,African-American,1.0,neg,F,neg
6606.0,Female,36.0,Native American&more,1.0,pos,M,neg
4950.0,Female,49.0,African-American,1.0,pos,F,neg
4129.0,Male,35.0,African-American,1.0,pos,M,neg
1785.0,Male,36.0,Native American&more,6.0,pos,F,neg
5922.0,Female,33.0,African-American,1.0,pos,F,neg
586.0,Male,31.0,Native American&more,0.0,pos,M,pos
6417.0,Male,55.0,Native American&more,27.0,pos,M,neg
919.0,Male,63.0,African-American,3.0,pos,M,pos
3503.0,Male,52.0,Native American&more,8.0,pos,F,neg
3188.0,Male,29.0,African-American,2.0,neg,F,neg
5926.0,Male,69.0,Native American&more,0.0,pos,F,neg
5168.0,Male,25.0,African-American,4.0,neg,F,neg
5991.0,Male,30.0,Native American&more,0.0,pos,F,neg
4091.0,Male,49.0,African-American,1.0,pos,F,neg
2824.0,Male,25.0,African-American,1.0,pos,M,neg
1850.0,Male,24.0,Native American&more,11.0,neg,F,neg
1018.0,Male,26.0,Native American&more,0.0,pos,F,neg
6300.0,Male,27.0,African-American,4.0,neg,F,neg
2943.0,Female,49.0,African-American,0.0,pos,F,neg
5621.0,Male,26.0,African-American,2.0,pos,M,neg
2669.0,Male,37.0,African-American,2.0,pos,M,neg
6387.0,Male,23.0,Native American&more,0.0,pos,M,neg
3908.0,Male,22.0,Native American&more,1.0,neg,F,neg
4134.0,Female,21.0,African-American,2.0,pos,M,neg
934.0,Male,47.0,Native American&more,0.0,pos,M,pos
1294.0,Male,46.0,Native American&more,0.0,pos,M,pos
1011.0,Male,51.0,Native American&more,0.0,neg,F,pos
2044.0,Male,28.0,African-American,2.0,neg,M,neg
7172.0,Male,61.0,African-American,4.0,neg,M,neg
1199.0,Male,43.0,Native American&more,0.0,neg,M,pos
2312.0,Male,19.0,African-American,1.0,neg,F,neg
4406.0,Male,38.0,African-American,2.0,neg,F,neg
2108.0,Male,29.0,African-American,6.0,pos,F,neg
106.0,Female,39.0,Native American&more,1.0,pos,F,pos
4600.0,Male,22.0,African-American,2.0,neg,F,neg
5718.0,Male,30.0,African-American,0.0,pos,M,neg
463.0,Male,28.0,African-American,5.0,pos,F,neg
6664.0,Male,24.0,African-American,2.0,neg,F,neg
4828.0,Male,21.0,Native American&more,0.0,neg,M,neg
3306.0,Female,21.0,African-American,1.0,neg,M,neg
1574.0,Female,33.0,Native American&more,2.0,pos,M,neg
6390.0,Male,50.0,Native American&more,16.0,neg,F,neg
3381.0,Female,27.0,African-American,0.0,neg,M,neg
330.0,Male,45.0,African-American,1.0,pos,F,pos
5608.0,Male,38.0,African-American,22.0,neg,M,neg
1484.0,Male,63.0,Native American&more,0.0,neg,M,pos
2594.0,Male,21.0,African-American,1.0,neg,F,neg
5426.0,Male,44.0,African-American,0.0,pos,F,neg
4216.0,Female,28.0,Native American&more,2.0,pos,F,neg
2476.0,Male,24.0,Native American&more,3.0,neg,F,neg
1619.0,Male,25.0,African-American,0.0,pos,F,neg
4966.0,Male,33.0,Native American&more,10.0,pos,F,neg
21.0,Male,21.0,African-American,1.0,neg,F,pos
2123.0,Male,30.0,Native American&more,0.0,pos,M,neg
3910.0,Female,24.0,Native American&more,7.0,neg,M,neg
1860.0,Male,23.0,Native American&more,1.0,neg,F,neg
3224.0,Female,26.0,African-American,3.0,neg,F,neg
4779.0,Male,26.0,African-American,20.0,neg,F,neg
6361.0,Male,27.0,African-American,8.0,neg,F,neg
1932.0,Male,40.0,African-American,0.0,pos,F,neg
1179.0,Female,33.0,Native American&more,2.0,neg,F,neg
2027.0,Male,31.0,African-American,2.0,neg,F,neg
2036.0,Male,21.0,Native American&more,0.0,neg,M,neg
5489.0,Male,31.0,Native American&more,5.0,neg,F,neg
2792.0,Male,25.0,African-American,1.0,neg,F,neg
6252.0,Male,28.0,Native American&more,1.0,pos,F,neg
4607.0,Male,25.0,African-American,10.0,neg,F,neg
1399.0,Male,31.0,African-American,0.0,pos,F,neg
2327.0,Female,39.0,Native American&more,4.0,neg,F,neg
5451.0,Male,24.0,African-American,1.0,pos,F,neg
4119.0,Male,21.0,African-American,0.0,pos,F,neg
3112.0,Male,33.0,Native American&more,0.0,pos,M,neg
5375.0,Male,20.0,African-American,0.0,neg,F,neg
4029.0,Male,33.0,African-American,0.0,pos,M,neg
3052.0,Male,43.0,African-American,8.0,pos,M,neg
5618.0,Male,24.0,African-American,4.0,neg,F,neg
3070.0,Male,29.0,Native American&more,0.0,pos,M,neg
471.0,Male,58.0,African-American,12.0,neg,M,neg
4617.0,Male,51.0,Native American&more,0.0,pos,M,neg
4214.0,Female,42.0,Native American&more,3.0,pos,F,neg
1387.0,Male,26.0,African-American,3.0,neg,F,neg
4890.0,Female,24.0,African-American,0.0,neg,M,neg
218.0,Male,61.0,Native American&more,1.0,pos,F,pos
7183.0,Female,24.0,African-American,0.0,neg,F,neg
4488.0,Male,27.0,Native American&more,0.0,neg,F,neg
1581.0,Male,32.0,Native American&more,1.0,pos,M,neg
942.0,Male,45.0,African-American,0.0,neg,F,pos
2421.0,Male,24.0,African-American,0.0,pos,M,neg
2257.0,Male,36.0,Native American&more,0.0,pos,F,neg
2018.0,Male,35.0,Native American&more,1.0,pos,F,neg
3343.0,Male,22.0,African-American,7.0,neg,F,neg
6259.0,Female,52.0,Native American&more,6.0,pos,F,neg
2902.0,Male,23.0,African-American,4.0,neg,F,neg
2647.0,Male,31.0,African-American,3.0,pos,F,neg
1978.0,Male,29.0,African-American,8.0,neg,F,neg
1155.0,Male,23.0,African-American,2.0,neg,F,neg
4112.0,Female,28.0,African-American,0.0,pos,F,neg
257.0,Male,27.0,African-American,3.0,neg,M,neg
5453.0,Male,43.0,African-American,15.0,neg,M,neg
630.0,Male,27.0,Native American&more,5.0,pos,M,neg
4263.0,Male,39.0,African-American,8.0,neg,F,neg
6627.0,Female,41.0,African-American,7.0,neg,F,neg
6572.0,Male,22.0,African-American,0.0,neg,F,neg
6900.0,Male,27.0,African-American,15.0,neg,F,neg
4551.0,Male,21.0,African-American,2.0,neg,F,neg
1248.0,Male,22.0,African-American,1.0,neg,F,neg
5347.0,Male,27.0,Native American&more,3.0,pos,M,neg
612.0,Male,43.0,Native American&more,1.0,pos,M,pos
8.0,Female,39.0,Native American&more,0.0,pos,M,pos
3710.0,Male,40.0,African-American,3.0,pos,F,neg
3435.0,Male,33.0,Native American&more,3.0,neg,F,neg
4202.0,Male,47.0,African-American,9.0,neg,F,neg
1651.0,Male,32.0,African-American,24.0,neg,F,neg
1002.0,Male,25.0,African-American,2.0,pos,F,neg
95.0,Male,39.0,Native American&more,2.0,neg,F,pos
752.0,Male,20.0,African-American,0.0,neg,F,neg
4770.0,Female,22.0,African-American,5.0,neg,F,neg
2961.0,Male,45.0,Native American&more,1.0,neg,M,neg
281.0,Male,32.0,Native American&more,2.0,pos,F,pos
5575.0,Male,37.0,African-American,8.0,pos,M,neg
4316.0,Male,29.0,African-American,3.0,neg,F,neg
4984.0,Male,31.0,African-American,6.0,neg,M,neg
3919.0,Male,28.0,Native American&more,1.0,neg,F,neg
6769.0,Male,41.0,African-American,13.0,neg,F,neg
7193.0,Male,25.0,African-American,1.0,pos,F,neg
5290.0,Male,24.0,Native American&more,2.0,neg,F,neg
6082.0,Male,48.0,Native American&more,1.0,pos,M,neg
6397.0,Male,29.0,Native American&more,6.0,neg,F,neg
1943.0,Male,46.0,Native American&more,1.0,neg,F,neg
809.0,Male,36.0,Native American&more,11.0,pos,F,neg
2827.0,Male,35.0,Native American&more,7.0,pos,F,neg
4952.0,Male,63.0,Native American&more,5.0,pos,M,neg
5987.0,Male,28.0,African-American,0.0,neg,F,neg
1042.0,Male,32.0,Native American&more,2.0,neg,M,neg
5742.0,Male,37.0,Native American&more,9.0,pos,F,neg
492.0,Male,29.0,Native American&more,6.0,neg,F,neg
3469.0,Female,25.0,Native American&more,0.0,pos,M,neg
3107.0,Male,35.0,Native American&more,5.0,neg,F,neg
6439.0,Male,28.0,Native American&more,6.0,neg,M,neg
6545.0,Female,41.0,African-American,2.0,neg,F,neg
6308.0,Female,29.0,Native American&more,1.0,neg,F,neg
7064.0,Male,52.0,Native American&more,1.0,pos,M,neg
389.0,Male,60.0,African-American,1.0,pos,F,pos
2349.0,Male,39.0,Native American&more,2.0,neg,F,neg
3751.0,Male,21.0,Native American&more,4.0,neg,M,neg
3912.0,Male,57.0,Native American&more,9.0,neg,F,neg
1956.0,Male,59.0,Native American&more,3.0,neg,M,neg
4123.0,Female,38.0,Native American&more,5.0,neg,F,neg
3049.0,Male,34.0,African-American,5.0,pos,M,neg
418.0,Female,58.0,Native American&more,2.0,pos,M,pos
6524.0,Male,24.0,Native American&more,0.0,neg,F,neg
2576.0,Male,43.0,African-American,6.0,neg,M,neg
1124.0,Male,35.0,African-American,5.0,neg,F,neg
2341.0,Male,22.0,Native American&more,1.0,pos,F,neg
2249.0,Male,24.0,Native American&more,6.0,neg,F,neg
2762.0,Male,22.0,Native American&more,0.0,neg,M,neg
2394.0,Male,26.0,African-American,0.0,pos,F,neg
5645.0,Male,35.0,African-American,1.0,neg,M,neg
7059.0,Male,47.0,African-American,0.0,pos,M,neg
5428.0,Male,46.0,African-American,3.0,neg,F,neg
4152.0,Male,27.0,African-American,2.0,neg,M,neg
6860.0,Female,29.0,African-American,5.0,neg,F,neg
4986.0,Male,26.0,African-American,2.0,neg,F,neg
4725.0,Male,26.0,Native American&more,7.0,pos,F,neg
354.0,Female,21.0,Native American&more,0.0,pos,F,pos
6255.0,Male,20.0,African-American,2.0,neg,F,neg
6189.0,Male,56.0,African-American,28.0,pos,F,neg
496.0,Female,59.0,Native American&more,0.0,pos,M,pos
629.0,Male,26.0,Native American&more,3.0,neg,F,neg
3974.0,Male,57.0,African-American,19.0,pos,F,neg
1394.0,Male,34.0,African-American,19.0,neg,F,neg
1273.0,Male,28.0,African-American,0.0,pos,F,neg
3510.0,Male,23.0,African-American,1.0,pos,M,neg
1897.0,Male,50.0,Native American&more,8.0,pos,F,neg
1490.0,Male,33.0,Native American&more,0.0,pos,M,neg
775.0,Male,41.0,African-American,8.0,neg,F,neg
3759.0,Female,35.0,African-American,2.0,neg,F,neg
903.0,Male,26.0,Native American&more,4.0,neg,M,neg
1335.0,Male,22.0,African-American,6.0,pos,F,neg
6525.0,Male,34.0,African-American,10.0,pos,F,neg
6302.0,Male,48.0,Native American&more,18.0,neg,F,neg
4060.0,Female,46.0,Native American&more,1.0,neg,F,neg
5474.0,Male,30.0,Native American&more,7.0,neg,F,neg
2212.0,Male,21.0,Native American&more,1.0,pos,F,neg
5272.0,Male,27.0,Native American&more,6.0,neg,F,neg
3920.0,Male,21.0,African-American,1.0,neg,F,neg
676.0,Male,22.0,African-American,3.0,pos,F,neg
6812.0,Female,43.0,African-American,3.0,neg,F,neg
677.0,Female,28.0,Native American&more,0.0,pos,M,pos
1616.0,Male,48.0,Native American&more,1.0,pos,F,neg
4264.0,Male,29.0,Native American&more,5.0,pos,F,neg
3422.0,Male,35.0,African-American,27.0,pos,F,neg
2013.0,Male,26.0,African-American,0.0,neg,M,neg
4508.0,Male,51.0,African-American,17.0,neg,F,neg
2984.0,Male,33.0,Native American&more,0.0,pos,F,neg
6200.0,Male,28.0,African-American,12.0,neg,M,neg
4626.0,Male,22.0,African-American,2.0,pos,F,neg
454.0,Male,27.0,African-American,13.0,neg,M,neg
3156.0,Male,22.0,African-American,0.0,neg,M,neg
2523.0,Male,35.0,Native American&more,2.0,pos,F,neg
4777.0,Male,31.0,Native American&more,2.0,pos,F,neg
13.0,Male,41.0,African-American,0.0,pos,F,pos
3705.0,Male,37.0,Native American&more,0.0,pos,F,neg
837.0,Male,67.0,African-American,4.0,neg,M,pos
6284.0,Male,50.0,African-American,2.0,pos,M,neg
2163.0,Male,26.0,Native American&more,5.0,neg,F,neg
4228.0,Male,39.0,African-American,13.0,neg,F,neg
6977.0,Male,28.0,African-American,0.0,neg,M,neg
233.0,Male,52.0,Native American&more,0.0,pos,F,pos
5644.0,Male,24.0,African-American,0.0,neg,F,neg
6172.0,Female,55.0,Native American&more,5.0,neg,F,neg
3729.0,Male,36.0,African-American,14.0,neg,F,neg
4616.0,Male,36.0,African-American,0.0,pos,F,neg
7173.0,Male,51.0,Native American&more,7.0,pos,F,neg
6384.0,Male,21.0,African-American,1.0,neg,F,neg
6691.0,Male,38.0,Native American&more,8.0,pos,F,neg
5285.0,Male,62.0,Native American&more,0.0,pos,F,neg
2339.0,Male,45.0,African-American,17.0,neg,F,neg
4861.0,Female,27.0,African-American,3.0,neg,F,neg
6205.0,Male,50.0,Native American&more,1.0,neg,M,neg
796.0,Male,48.0,Native American&more,2.0,pos,M,pos
5143.0,Male,33.0,African-American,1.0,pos,F,neg
4902.0,Male,22.0,Native American&more,0.0,pos,F,neg
2933.0,Male,33.0,African-American,2.0,pos,M,neg
1504.0,Female,41.0,Native American&more,0.0,pos,M,pos
4805.0,Male,30.0,Native American&more,0.0,pos,F,neg
2058.0,Male,58.0,African-American,38.0,neg,F,neg
5379.0,Male,29.0,Native American&more,2.0,neg,M,neg
464.0,Male,63.0,Native American&more,2.0,pos,F,pos
6695.0,Male,23.0,African-American,4.0,pos,F,neg
357.0,Male,26.0,African-American,6.0,neg,M,neg
1429.0,Male,22.0,African-American,0.0,neg,M,neg
4918.0,Male,36.0,Native American&more,1.0,pos,F,neg
3358.0,Female,50.0,African-American,4.0,pos,F,neg
3148.0,Male,65.0,Native American&more,3.0,pos,F,neg
3565.0,Male,34.0,African-American,9.0,neg,M,neg
1725.0,Male,27.0,African-American,3.0,pos,F,neg
1694.0,Male,63.0,Native American&more,23.0,neg,F,neg
1470.0,Male,42.0,Native American&more,1.0,pos,M,neg
4485.0,Female,28.0,African-American,4.0,pos,F,neg
465.0,Male,42.0,African-American,0.0,pos,F,pos
984.0,Male,30.0,African-American,6.0,neg,F,neg
5010.0,Female,38.0,African-American,0.0,pos,M,neg
1679.0,Male,33.0,African-American,14.0,pos,F,neg
3450.0,Male,29.0,African-American,5.0,pos,F,neg
2979.0,Male,23.0,African-American,1.0,pos,F,neg
2274.0,Male,24.0,African-American,3.0,neg,F,neg
1974.0,Male,21.0,Native American&more,0.0,pos,F,neg
1900.0,Male,37.0,African-American,13.0,neg,F,neg
3495.0,Female,35.0,African-American,0.0,neg,M,neg
5795.0,Male,21.0,African-American,1.0,neg,F,neg
3673.0,Male,59.0,African-American,22.0,neg,F,neg
82.0,Male,30.0,African-American,8.0,neg,M,neg
3463.0,Male,25.0,African-American,1.0,neg,F,neg
5549.0,Male,27.0,Native American&more,1.0,pos,M,neg
5080.0,Male,53.0,African-American,5.0,neg,M,neg
6064.0,Male,61.0,African-American,25.0,pos,F,neg
254.0,Male,30.0,Native American&more,4.0,pos,F,neg
3566.0,Male,48.0,African-American,4.0,pos,F,neg
4102.0,Male,34.0,Native American&more,3.0,pos,F,neg
1171.0,Male,21.0,African-American,0.0,neg,F,neg
3890.0,Male,30.0,African-American,0.0,neg,F,neg
2283.0,Male,28.0,African-American,6.0,neg,M,neg
3988.0,Female,28.0,African-American,1.0,neg,F,neg
3020.0,Female,32.0,African-American,2.0,pos,F,neg
5322.0,Male,28.0,Native American&more,0.0,neg,F,neg
1553.0,Male,29.0,Native American&more,0.0,pos,F,neg
55.0,Male,24.0,African-American,2.0,neg,F,pos
7007.0,Male,26.0,African-American,4.0,neg,F,neg
5292.0,Male,56.0,Native American&more,13.0,pos,M,neg
2005.0,Female,40.0,African-American,4.0,pos,M,neg
1142.0,Male,31.0,Native American&more,3.0,pos,M,neg
3143.0,Male,56.0,Native American&more,7.0,pos,F,neg
4796.0,Male,24.0,African-American,2.0,neg,M,neg
3058.0,Female,27.0,Native American&more,0.0,pos,M,neg
1685.0,Male,38.0,Native American&more,1.0,pos,M,neg
2454.0,Male,55.0,Native American&more,1.0,pos,M,neg
5088.0,Male,21.0,African-American,0.0,neg,F,neg
6355.0,Female,28.0,African-American,0.0,neg,F,neg
2006.0,Male,34.0,African-American,3.0,pos,F,neg
2057.0,Male,25.0,Native American&more,6.0,neg,F,neg
1874.0,Male,23.0,Native American&more,0.0,neg,M,neg
567.0,Male,27.0,African-American,5.0,neg,M,neg
5673.0,Male,34.0,Native American&more,3.0,neg,F,neg
1431.0,Female,27.0,Native American&more,6.0,neg,F,neg
4502.0,Male,47.0,Native American&more,1.0,neg,F,neg
6025.0,Male,25.0,Native American&more,1.0,neg,F,neg
1729.0,Male,51.0,African-American,0.0,neg,F,pos
754.0,Male,22.0,African-American,2.0,neg,F,neg
1998.0,Male,25.0,Native American&more,4.0,pos,F,neg
416.0,Male,21.0,Native American&more,0.0,pos,M,pos
2285.0,Male,53.0,African-American,1.0,pos,M,neg
1735.0,Male,33.0,Native American&more,7.0,neg,F,neg
4438.0,Male,38.0,Native American&more,2.0,pos,M,neg
196.0,Male,23.0,African-American,0.0,neg,F,pos
5864.0,Male,58.0,Native American&more,0.0,pos,F,neg
2222.0,Male,48.0,Native American&more,0.0,pos,M,neg
3891.0,Male,24.0,African-American,3.0,neg,F,neg
3212.0,Male,35.0,Native American&more,0.0,pos,M,neg
4405.0,Female,26.0,Native American&more,1.0,pos,F,neg
3167.0,Male,55.0,Native American&more,0.0,pos,M,neg
3298.0,Male,44.0,Native American&more,0.0,pos,F,neg
