age,education-num,race,sex,capital-gain,capital-loss,hours-per-week,income-per-year,workclass
21.0,10.0,White,Female,3781.0,0.0,40.0,<=50K,Private
55.0,5.0,White,Male,0.0,0.0,40.0,<=50K,Self-emp-not-inc
38.0,10.0,White,Male,0.0,0.0,47.0,<=50K,Private
71.0,9.0,White,Male,0.0,0.0,23.0,<=50K,State-gov
39.0,10.0,Black&more,Male,4508.0,0.0,32.0,>50K,Private
56.0,3.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
53.0,10.0,White,Male,0.0,0.0,48.0,>50K,Private
48.0,9.0,White,Female,0.0,0.0,37.0,<=50K,Private
20.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
40.0,13.0,White,Male,0.0,0.0,32.0,>50K,Private
41.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Local-gov
28.0,14.0,White,Female,0.0,0.0,50.0,>50K,State-gov
21.0,10.0,White,Female,0.0,0.0,37.0,<=50K,Private
18.0,7.0,White,Male,0.0,0.0,32.0,<=50K,Private
32.0,11.0,White,Male,0.0,0.0,32.0,<=50K,Private
72.0,9.0,White,Male,0.0,0.0,10.0,<=50K,Private
42.0,12.0,White,Male,0.0,0.0,44.0,>50K,Private
42.0,10.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
32.0,11.0,White,Male,0.0,0.0,35.0,<=50K,Private
55.0,10.0,White,Male,0.0,2258.0,50.0,>50K,Private
55.0,12.0,Black&more,Male,0.0,0.0,16.0,>50K,Private
43.0,9.0,White,Female,0.0,0.0,58.0,<=50K,Private
19.0,10.0,White,Female,0.0,0.0,28.0,<=50K,Private
42.0,13.0,White,Male,0.0,0.0,48.0,<=50K,Private
53.0,10.0,White,Male,0.0,0.0,24.0,<=50K,Self-emp-not-inc
40.0,13.0,White,Male,0.0,0.0,32.0,>50K,Private
37.0,10.0,White,Female,0.0,0.0,40.0,>50K,Private
50.0,9.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
28.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Self-emp-not-inc
31.0,9.0,White,Male,0.0,0.0,40.0,<=50K,Self-emp-inc
43.0,10.0,White,Female,0.0,0.0,40.0,>50K,Federal-gov
23.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
30.0,13.0,White,Female,0.0,0.0,40.0,<=50K,Private
46.0,15.0,White,Male,0.0,1848.0,36.0,>50K,Self-emp-not-inc
35.0,11.0,White,Male,0.0,0.0,32.0,>50K,Private
57.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
28.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
30.0,13.0,White,Female,0.0,0.0,45.0,<=50K,Private
36.0,9.0,White,Male,0.0,0.0,48.0,>50K,State-gov
29.0,14.0,White,Male,0.0,0.0,32.0,<=50K,Private
48.0,7.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
50.0,13.0,White,Male,0.0,0.0,40.0,<=50K,Private
33.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
29.0,10.0,White,Male,0.0,0.0,16.0,<=50K,Private
80.0,9.0,White,Female,0.0,0.0,16.0,<=50K,Private
20.0,10.0,White,Female,0.0,0.0,20.0,<=50K,Private
64.0,9.0,White,Male,0.0,0.0,28.0,<=50K,Self-emp-not-inc
42.0,12.0,Black&more,Female,0.0,0.0,31.0,<=50K,Private
22.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
60.0,9.0,White,Male,0.0,0.0,23.0,<=50K,Private
32.0,9.0,White,Male,0.0,0.0,36.0,<=50K,State-gov
45.0,9.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
76.0,3.0,White,Female,0.0,0.0,40.0,<=50K,Private
50.0,12.0,White,Male,0.0,0.0,48.0,<=50K,Private
76.0,9.0,White,Male,0.0,0.0,32.0,>50K,Private
58.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
35.0,15.0,White,Male,0.0,0.0,40.0,>50K,Self-emp-not-inc
28.0,13.0,White,Female,0.0,0.0,48.0,>50K,Private
42.0,9.0,White,Female,0.0,0.0,50.0,<=50K,Local-gov
39.0,8.0,White,Male,14344.0,0.0,57.0,>50K,Private
54.0,11.0,White,Female,0.0,0.0,10.0,<=50K,Self-emp-not-inc
61.0,10.0,White,Male,0.0,0.0,34.0,<=50K,Private
54.0,8.0,White,Male,0.0,0.0,32.0,<=50K,Private
59.0,9.0,White,Male,0.0,0.0,32.0,<=50K,State-gov
46.0,12.0,White,Male,0.0,0.0,39.0,>50K,Local-gov
21.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
48.0,8.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
23.0,9.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
41.0,9.0,White,Male,0.0,0.0,48.0,>50K,Private
35.0,10.0,White,Female,7443.0,0.0,40.0,<=50K,Private
20.0,10.0,White,Male,0.0,0.0,16.0,<=50K,Private
20.0,10.0,White,Female,0.0,0.0,45.0,<=50K,Private
21.0,4.0,White,Male,0.0,0.0,39.0,<=50K,Private
36.0,13.0,White,Male,0.0,0.0,32.0,>50K,Private
63.0,4.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
54.0,9.0,Black&more,Female,0.0,0.0,20.0,<=50K,Private
32.0,7.0,White,Female,0.0,0.0,40.0,<=50K,Self-emp-not-inc
51.0,13.0,White,Female,0.0,0.0,40.0,<=50K,Federal-gov
34.0,15.0,White,Male,7430.0,0.0,48.0,>50K,Self-emp-not-inc
76.0,10.0,White,Male,0.0,0.0,7.0,<=50K,Private
36.0,9.0,White,Male,0.0,0.0,32.0,>50K,Private
45.0,9.0,Black&more,Male,0.0,0.0,32.0,>50K,Private
44.0,13.0,White,Male,0.0,0.0,40.0,>50K,Private
48.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
68.0,3.0,White,Male,0.0,0.0,10.0,<=50K,Private
29.0,9.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
63.0,14.0,White,Male,0.0,0.0,32.0,>50K,Federal-gov
34.0,7.0,White,Female,0.0,0.0,8.0,<=50K,Private
34.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Self-emp-not-inc
37.0,12.0,White,Male,0.0,0.0,40.0,>50K,Private
46.0,5.0,White,Female,0.0,0.0,40.0,<=50K,Private
40.0,9.0,White,Female,0.0,0.0,50.0,<=50K,Local-gov
34.0,10.0,White,Male,0.0,0.0,44.0,<=50K,Private
47.0,9.0,White,Male,0.0,1762.0,36.0,>50K,Private
34.0,10.0,White,Male,0.0,0.0,32.0,>50K,Private
19.0,7.0,White,Male,0.0,0.0,8.0,<=50K,Private
49.0,3.0,White,Male,0.0,0.0,32.0,<=50K,Private
23.0,10.0,White,Female,0.0,0.0,20.0,<=50K,State-gov
27.0,11.0,White,Female,0.0,0.0,36.0,<=50K,Private
68.0,4.0,White,Female,0.0,0.0,15.0,<=50K,Private
51.0,9.0,White,Female,7688.0,0.0,40.0,>50K,Private
39.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
37.0,13.0,White,Male,0.0,0.0,44.0,>50K,Self-emp-not-inc
58.0,9.0,White,Female,0.0,0.0,27.0,<=50K,Private
36.0,13.0,Black&more,Male,0.0,0.0,44.0,>50K,Private
36.0,4.0,White,Female,2977.0,0.0,40.0,<=50K,Private
50.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
23.0,12.0,Black&more,Male,0.0,0.0,35.0,<=50K,Private
31.0,12.0,White,Male,0.0,0.0,3.0,<=50K,Private
41.0,14.0,White,Male,0.0,0.0,32.0,>50K,Private
29.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
27.0,9.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
42.0,9.0,Black&more,Female,0.0,2282.0,40.0,<=50K,Private
59.0,12.0,White,Male,6723.0,0.0,16.0,>50K,Private
27.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
43.0,9.0,White,Male,594.0,0.0,13.0,<=50K,Private
58.0,10.0,Black&more,Female,0.0,0.0,55.0,<=50K,Local-gov
25.0,10.0,White,Male,0.0,0.0,24.0,<=50K,Private
38.0,11.0,White,Female,0.0,0.0,39.0,<=50K,Private
23.0,9.0,White,Male,0.0,0.0,43.0,<=50K,Private
51.0,9.0,White,Male,0.0,0.0,32.0,>50K,Private
17.0,6.0,White,Male,0.0,0.0,24.0,<=50K,Private
22.0,9.0,White,Male,0.0,0.0,28.0,<=50K,Private
44.0,5.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
55.0,10.0,White,Male,0.0,0.0,40.0,>50K,Private
55.0,10.0,White,Male,0.0,0.0,58.0,<=50K,Self-emp-not-inc
62.0,16.0,White,Male,14084.0,0.0,40.0,>50K,Private
32.0,13.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
38.0,10.0,White,Male,0.0,0.0,48.0,>50K,Local-gov
39.0,8.0,White,Female,0.0,0.0,40.0,<=50K,Private
20.0,10.0,White,Female,0.0,0.0,45.0,<=50K,Private
33.0,13.0,White,Male,0.0,0.0,21.0,>50K,Private
24.0,10.0,White,Male,0.0,0.0,24.0,<=50K,Private
46.0,9.0,White,Female,0.0,0.0,28.0,<=50K,Private
44.0,13.0,White,Male,7430.0,0.0,48.0,>50K,Private
35.0,9.0,White,Male,0.0,0.0,54.0,<=50K,Private
25.0,10.0,White,Male,0.0,0.0,40.0,<=50K,Private
56.0,14.0,White,Female,0.0,0.0,40.0,<=50K,Local-gov
35.0,13.0,White,Female,0.0,0.0,60.0,>50K,Self-emp-inc
29.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
34.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
48.0,9.0,White,Female,0.0,0.0,48.0,<=50K,Private
34.0,13.0,White,Male,0.0,0.0,32.0,<=50K,State-gov
52.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
32.0,11.0,White,Male,0.0,0.0,36.0,<=50K,Private
40.0,13.0,Black&more,Male,0.0,0.0,32.0,>50K,Local-gov
37.0,9.0,White,Male,0.0,0.0,30.0,<=50K,Private
22.0,9.0,Black&more,Male,0.0,0.0,20.0,<=50K,Private
26.0,9.0,White,Female,0.0,0.0,45.0,<=50K,Private
59.0,16.0,White,Male,0.0,0.0,32.0,>50K,Private
48.0,12.0,White,Male,0.0,0.0,40.0,>50K,Private
65.0,10.0,Black&more,Male,0.0,0.0,16.0,<=50K,Private
63.0,6.0,White,Male,0.0,0.0,40.0,<=50K,Self-emp-inc
54.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Self-emp-not-inc
57.0,10.0,Black&more,Male,6723.0,0.0,32.0,>50K,Local-gov
46.0,10.0,White,Male,0.0,1848.0,40.0,>50K,Private
47.0,9.0,White,Male,4934.0,0.0,32.0,>50K,Private
56.0,12.0,White,Female,4101.0,0.0,40.0,<=50K,Private
26.0,9.0,Black&more,Male,0.0,0.0,29.0,<=50K,Private
28.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
57.0,9.0,White,Male,0.0,0.0,32.0,<=50K,State-gov
17.0,8.0,White,Female,0.0,0.0,16.0,<=50K,Private
33.0,9.0,White,Male,0.0,0.0,36.0,<=50K,Private
27.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
62.0,10.0,White,Female,0.0,0.0,20.0,<=50K,Private
42.0,15.0,White,Male,0.0,1887.0,40.0,>50K,Self-emp-inc
18.0,9.0,White,Male,0.0,0.0,30.0,<=50K,Private
36.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
32.0,7.0,White,Male,0.0,1977.0,24.0,<=50K,Private
45.0,12.0,White,Female,0.0,0.0,48.0,<=50K,Local-gov
44.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
57.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Local-gov
50.0,14.0,White,Female,0.0,0.0,45.0,<=50K,Local-gov
23.0,9.0,White,Male,0.0,0.0,36.0,<=50K,Private
23.0,1.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
59.0,4.0,White,Male,0.0,0.0,26.0,<=50K,Private
40.0,10.0,White,Male,0.0,0.0,40.0,>50K,Private
46.0,14.0,White,Male,0.0,0.0,28.0,>50K,Private
19.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
29.0,9.0,White,Male,0.0,0.0,32.0,>50K,Private
54.0,9.0,White,Male,0.0,1762.0,54.0,>50K,Private
38.0,10.0,White,Female,0.0,0.0,38.0,<=50K,Federal-gov
26.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
43.0,5.0,Black&more,Female,0.0,625.0,40.0,<=50K,Private
42.0,10.0,White,Male,0.0,0.0,30.0,<=50K,Private
37.0,13.0,White,Male,0.0,0.0,28.0,<=50K,Private
63.0,9.0,White,Female,0.0,0.0,38.0,<=50K,State-gov
20.0,10.0,Black&more,Female,0.0,0.0,35.0,<=50K,Private
55.0,6.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
21.0,9.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
62.0,15.0,White,Male,0.0,1564.0,57.0,<=50K,Private
50.0,9.0,White,Female,0.0,0.0,16.0,<=50K,Private
44.0,9.0,White,Male,0.0,1340.0,44.0,>50K,Private
37.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
42.0,15.0,White,Male,0.0,2415.0,48.0,>50K,Self-emp-inc
66.0,10.0,White,Male,0.0,0.0,20.0,<=50K,Private
53.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
24.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
30.0,4.0,White,Male,0.0,0.0,34.0,<=50K,Private
60.0,9.0,White,Male,0.0,1092.0,40.0,>50K,Self-emp-not-inc
44.0,13.0,White,Male,0.0,0.0,40.0,>50K,Self-emp-inc
34.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
38.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
56.0,7.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
41.0,11.0,Black&more,Male,6723.0,0.0,48.0,>50K,Private
29.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
33.0,11.0,White,Male,0.0,0.0,36.0,<=50K,Private
29.0,13.0,White,Female,0.0,1902.0,50.0,>50K,Private
25.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
29.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
57.0,7.0,White,Male,0.0,0.0,32.0,<=50K,Private
63.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
33.0,11.0,White,Male,0.0,0.0,45.0,<=50K,Local-gov
31.0,10.0,White,Male,0.0,0.0,32.0,>50K,Private
27.0,8.0,White,Male,0.0,0.0,44.0,<=50K,Private
43.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
33.0,12.0,White,Male,0.0,0.0,45.0,<=50K,Local-gov
24.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
69.0,5.0,White,Male,2993.0,0.0,32.0,<=50K,Private
54.0,9.0,White,Female,0.0,0.0,40.0,>50K,Private
37.0,13.0,White,Male,8614.0,0.0,32.0,>50K,Private
26.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
41.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
31.0,9.0,White,Male,0.0,0.0,36.0,<=50K,Private
40.0,14.0,White,Male,0.0,0.0,48.0,<=50K,Private
24.0,10.0,Black&more,Male,0.0,0.0,16.0,<=50K,Private
36.0,9.0,White,Male,0.0,0.0,66.0,>50K,Self-emp-not-inc
21.0,9.0,White,Male,0.0,0.0,28.0,<=50K,Private
43.0,9.0,White,Female,0.0,0.0,40.0,>50K,Federal-gov
76.0,6.0,White,Male,1111.0,0.0,32.0,<=50K,Private
19.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
51.0,14.0,White,Male,0.0,0.0,38.0,>50K,Private
27.0,13.0,White,Male,0.0,0.0,36.0,<=50K,Private
34.0,16.0,White,Male,0.0,0.0,32.0,>50K,Private
50.0,9.0,White,Female,7298.0,0.0,30.0,>50K,Local-gov
36.0,13.0,White,Female,0.0,0.0,40.0,<=50K,Private
38.0,13.0,White,Male,0.0,0.0,40.0,>50K,Private
28.0,10.0,White,Female,0.0,0.0,60.0,<=50K,Private
38.0,14.0,Black&more,Male,0.0,0.0,32.0,<=50K,Local-gov
34.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
32.0,9.0,White,Female,0.0,0.0,34.0,<=50K,Private
33.0,14.0,White,Male,0.0,0.0,48.0,<=50K,State-gov
38.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
31.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
18.0,7.0,White,Male,0.0,0.0,10.0,<=50K,Private
25.0,13.0,White,Female,2597.0,0.0,50.0,<=50K,State-gov
42.0,11.0,Black&more,Male,2885.0,0.0,32.0,<=50K,Self-emp-not-inc
38.0,11.0,White,Female,0.0,0.0,25.0,<=50K,Private
30.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
23.0,9.0,White,Male,0.0,0.0,7.0,<=50K,Federal-gov
72.0,16.0,White,Male,0.0,2392.0,5.0,>50K,Private
52.0,9.0,White,Female,0.0,0.0,50.0,<=50K,Private
36.0,14.0,White,Male,0.0,1887.0,32.0,>50K,Private
22.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
54.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
30.0,11.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
20.0,7.0,Black&more,Female,0.0,0.0,20.0,<=50K,Private
49.0,15.0,White,Male,99999.0,0.0,30.0,>50K,Self-emp-inc
50.0,10.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
62.0,10.0,White,Female,0.0,0.0,38.0,>50K,Private
20.0,4.0,White,Female,0.0,0.0,52.0,<=50K,Private
43.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
28.0,13.0,White,Male,7688.0,0.0,32.0,>50K,Private
51.0,15.0,Black&more,Male,99999.0,0.0,57.0,>50K,Self-emp-not-inc
44.0,13.0,White,Male,0.0,0.0,44.0,>50K,Private
24.0,6.0,White,Female,0.0,0.0,15.0,<=50K,Private
40.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
44.0,9.0,White,Female,0.0,0.0,40.0,>50K,State-gov
56.0,11.0,White,Male,14344.0,0.0,32.0,>50K,Private
25.0,14.0,White,Female,0.0,0.0,60.0,<=50K,Private
53.0,10.0,White,Male,0.0,0.0,36.0,<=50K,Federal-gov
31.0,8.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
39.0,10.0,White,Female,0.0,1721.0,55.0,<=50K,Private
18.0,9.0,White,Male,0.0,0.0,21.0,<=50K,Private
45.0,9.0,White,Male,0.0,0.0,48.0,>50K,Private
21.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
21.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
58.0,8.0,White,Female,0.0,0.0,24.0,<=50K,Private
36.0,9.0,White,Female,0.0,0.0,36.0,<=50K,Private
27.0,9.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
20.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
33.0,13.0,White,Female,0.0,0.0,40.0,<=50K,Private
21.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
50.0,7.0,Black&more,Female,3674.0,0.0,40.0,<=50K,Federal-gov
48.0,13.0,White,Male,0.0,0.0,35.0,>50K,Federal-gov
21.0,13.0,White,Male,0.0,0.0,24.0,<=50K,Private
58.0,9.0,White,Male,0.0,0.0,40.0,<=50K,Self-emp-not-inc
23.0,7.0,White,Male,0.0,0.0,32.0,<=50K,Private
24.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
46.0,13.0,Black&more,Male,0.0,2415.0,28.0,>50K,Private
45.0,11.0,White,Female,0.0,0.0,8.0,<=50K,Private
75.0,7.0,White,Male,0.0,0.0,40.0,<=50K,Self-emp-inc
61.0,9.0,Black&more,Female,0.0,0.0,40.0,<=50K,State-gov
58.0,6.0,White,Male,0.0,0.0,32.0,<=50K,Private
49.0,10.0,White,Male,0.0,0.0,40.0,>50K,Self-emp-inc
31.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
64.0,9.0,White,Male,0.0,0.0,16.0,<=50K,Private
36.0,9.0,Black&more,Female,0.0,0.0,20.0,<=50K,Self-emp-not-inc
68.0,10.0,White,Female,0.0,2392.0,40.0,<=50K,Private
78.0,4.0,White,Male,0.0,0.0,32.0,<=50K,Private
53.0,10.0,White,Female,0.0,0.0,40.0,<=50K,State-gov
20.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
25.0,5.0,White,Male,0.0,0.0,36.0,<=50K,Private
25.0,10.0,White,Female,0.0,0.0,60.0,<=50K,Private
20.0,10.0,White,Female,0.0,0.0,13.0,<=50K,Private
48.0,13.0,White,Male,0.0,0.0,48.0,>50K,Self-emp-inc
58.0,13.0,White,Male,7688.0,0.0,32.0,>50K,Private
27.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
49.0,13.0,Black&more,Female,0.0,0.0,40.0,<=50K,Local-gov
67.0,10.0,White,Male,0.0,0.0,7.0,<=50K,Private
43.0,11.0,White,Female,0.0,0.0,40.0,<=50K,Private
35.0,9.0,White,Female,0.0,0.0,40.0,>50K,Private
41.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
64.0,10.0,White,Male,0.0,0.0,16.0,<=50K,Private
27.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
40.0,9.0,White,Female,0.0,0.0,36.0,<=50K,Private
55.0,9.0,White,Male,0.0,0.0,32.0,>50K,Private
28.0,9.0,White,Male,0.0,0.0,40.0,<=50K,Self-emp-inc
24.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
32.0,4.0,White,Male,0.0,0.0,32.0,<=50K,Private
24.0,4.0,White,Male,0.0,0.0,32.0,<=50K,Self-emp-not-inc
56.0,9.0,Black&more,Male,0.0,0.0,32.0,<=50K,Local-gov
35.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
33.0,14.0,White,Male,0.0,1848.0,36.0,>50K,Private
47.0,9.0,White,Male,0.0,0.0,30.0,<=50K,Self-emp-inc
25.0,13.0,White,Female,0.0,0.0,40.0,<=50K,Private
35.0,11.0,White,Male,0.0,0.0,32.0,>50K,Private
51.0,10.0,White,Male,3103.0,0.0,39.0,>50K,Private
24.0,10.0,White,Female,0.0,0.0,60.0,<=50K,Private
42.0,9.0,White,Male,0.0,0.0,70.0,<=50K,Self-emp-not-inc
29.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
41.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
24.0,10.0,Black&more,Male,0.0,0.0,12.0,<=50K,Private
37.0,11.0,White,Male,0.0,1762.0,32.0,>50K,Private
35.0,11.0,White,Female,0.0,0.0,42.0,>50K,Private
30.0,14.0,White,Female,0.0,0.0,40.0,<=50K,Private
21.0,10.0,White,Female,0.0,0.0,15.0,<=50K,Private
45.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
23.0,10.0,White,Male,0.0,0.0,16.0,<=50K,Private
29.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
29.0,10.0,White,Female,0.0,0.0,54.0,<=50K,Private
46.0,11.0,White,Male,0.0,0.0,32.0,>50K,Private
36.0,14.0,White,Male,0.0,0.0,32.0,>50K,Federal-gov
27.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
46.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
50.0,5.0,White,Male,0.0,0.0,39.0,<=50K,Private
51.0,9.0,White,Male,0.0,0.0,34.0,<=50K,Private
25.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
60.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
31.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Federal-gov
40.0,9.0,White,Female,0.0,0.0,45.0,<=50K,Private
36.0,9.0,White,Female,0.0,0.0,38.0,<=50K,Private
54.0,9.0,White,Male,3418.0,0.0,32.0,<=50K,Private
57.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
58.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
17.0,6.0,White,Male,0.0,0.0,12.0,<=50K,Private
32.0,10.0,White,Male,0.0,1755.0,48.0,<=50K,Private
42.0,9.0,White,Female,0.0,0.0,15.0,<=50K,Private
27.0,10.0,White,Female,0.0,0.0,38.0,<=50K,Private
60.0,9.0,White,Male,4508.0,0.0,32.0,<=50K,Private
29.0,13.0,White,Male,0.0,0.0,32.0,>50K,Private
60.0,10.0,White,Male,0.0,0.0,10.0,>50K,Private
31.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
27.0,9.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
54.0,14.0,White,Male,0.0,0.0,42.0,>50K,Private
26.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
29.0,9.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
34.0,14.0,White,Female,0.0,0.0,50.0,<=50K,Local-gov
37.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
34.0,13.0,White,Female,0.0,0.0,25.0,<=50K,Private
53.0,13.0,White,Female,0.0,0.0,40.0,<=50K,Private
46.0,9.0,White,Male,0.0,0.0,39.0,>50K,Private
47.0,12.0,White,Male,4934.0,0.0,40.0,>50K,Private
45.0,12.0,White,Male,0.0,0.0,32.0,<=50K,Private
40.0,12.0,White,Male,0.0,0.0,32.0,<=50K,Private
43.0,9.0,White,Male,0.0,0.0,36.0,<=50K,Private
51.0,9.0,White,Male,0.0,0.0,32.0,>50K,Local-gov
19.0,10.0,White,Male,0.0,0.0,23.0,<=50K,Private
47.0,13.0,White,Male,0.0,1887.0,32.0,>50K,Private
27.0,3.0,White,Male,0.0,0.0,32.0,<=50K,Private
47.0,12.0,White,Male,8614.0,0.0,36.0,>50K,Self-emp-not-inc
35.0,13.0,White,Male,0.0,0.0,32.0,>50K,Private
53.0,9.0,Black&more,Male,0.0,0.0,36.0,>50K,Self-emp-not-inc
54.0,13.0,White,Male,0.0,0.0,32.0,>50K,Private
19.0,10.0,White,Female,0.0,0.0,27.0,<=50K,Private
19.0,10.0,White,Female,0.0,0.0,16.0,<=50K,Private
40.0,10.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
34.0,8.0,Black&more,Female,0.0,0.0,40.0,<=50K,State-gov
37.0,13.0,Black&more,Male,0.0,0.0,24.0,<=50K,Private
42.0,2.0,White,Male,0.0,0.0,48.0,<=50K,Self-emp-inc
38.0,9.0,White,Male,0.0,0.0,40.0,<=50K,Self-emp-not-inc
51.0,13.0,White,Male,0.0,0.0,36.0,<=50K,Local-gov
40.0,9.0,White,Female,0.0,0.0,20.0,>50K,Federal-gov
31.0,10.0,Black&more,Female,0.0,0.0,35.0,<=50K,Private
29.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
34.0,13.0,Black&more,Male,0.0,2339.0,32.0,<=50K,Private
35.0,13.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
22.0,9.0,White,Male,2907.0,0.0,32.0,<=50K,Private
24.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Self-emp-inc
32.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
47.0,10.0,Black&more,Male,0.0,0.0,32.0,<=50K,Local-gov
36.0,13.0,White,Male,0.0,0.0,40.0,>50K,Private
39.0,10.0,Black&more,Male,0.0,0.0,32.0,<=50K,Self-emp-not-inc
22.0,6.0,White,Male,0.0,0.0,32.0,<=50K,Private
27.0,13.0,White,Female,0.0,0.0,40.0,<=50K,Local-gov
