Unnamed: 0,sex,age,race,c_charge_degree,priors_count,is_recid
665,Male,21,African-American,F,0,pos
3996,Male,26,Caucasian,F,2,neg
2866,Male,28,African-American,F,6,neg
68,Male,33,Other,M,0,pos
5042,Female,28,Caucasian,M,0,pos
143,Female,43,Caucasian,M,0,pos
1643,Male,37,Hispanic,M,2,pos
2150,Male,37,African-American,M,8,neg
5620,Male,45,Caucasian,F,0,neg
6195,Female,25,Caucasian,F,0,pos
3445,Male,50,Caucasian,F,2,pos
4583,Male,45,African-American,M,12,neg
3718,Male,63,Caucasian,F,10,neg
6135,Male,20,Caucasian,F,4,pos
6213,Male,52,Caucasian,F,1,pos
150,Female,20,African-American,F,0,pos
4853,Male,42,African-American,F,17,neg
4378,Female,26,Other,M,4,neg
3201,Male,53,Hispanic,M,3,pos
653,Male,27,African-American,F,13,neg
5468,Female,36,African-American,F,13,neg
5542,Male,40,Caucasian,F,6,pos
2245,Male,27,African-American,F,7,neg
524,Male,20,African-American,F,0,neg
545,Male,46,Caucasian,F,2,neg
3448,Male,42,Caucasian,F,0,pos
1880,Male,25,African-American,F,2,pos
6624,Male,25,African-American,F,3,neg
558,Male,50,African-American,M,3,pos
2494,Male,44,African-American,F,7,neg
2133,Male,27,African-American,M,0,pos
5062,Male,29,African-American,F,0,pos
3219,Male,50,Caucasian,F,0,neg
6711,Male,22,African-American,F,1,pos
2617,Male,34,African-American,F,0,neg
236,Male,28,Caucasian,F,1,pos
2747,Male,30,African-American,F,9,neg
1782,Male,51,African-American,F,3,pos
2699,Male,39,Caucasian,M,2,pos
5622,Female,42,Caucasian,M,0,pos
6550,Female,23,African-American,M,0,neg
2442,Female,64,Caucasian,F,1,pos
5627,Male,45,African-American,M,1,pos
6809,Female,24,African-American,F,1,neg
3971,Male,33,Other,F,0,neg
1341,Male,33,African-American,F,1,neg
6021,Male,48,Caucasian,F,6,pos
3755,Male,24,African-American,F,0,pos
6680,Male,21,African-American,M,1,pos
2606,Male,25,Caucasian,M,0,pos
510,Male,48,Other,F,12,pos
6989,Male,32,African-American,F,6,neg
1453,Female,21,Caucasian,F,1,pos
2774,Male,39,African-American,M,2,pos
3091,Male,56,African-American,F,6,pos
1877,Male,31,African-American,F,19,neg
3715,Male,32,African-American,F,10,neg
2398,Male,56,Other,M,0,pos
659,Male,23,Hispanic,M,2,neg
6414,Male,55,African-American,F,12,pos
3817,Male,23,African-American,M,2,neg
1465,Female,56,Caucasian,F,1,pos
3352,Male,27,Caucasian,F,18,neg
667,Male,30,Other,M,4,neg
5712,Male,31,African-American,M,0,neg
7083,Male,22,African-American,F,8,neg
5149,Male,36,Caucasian,M,0,pos
6285,Male,20,African-American,F,2,neg
4608,Male,26,African-American,F,0,pos
6437,Male,49,Caucasian,F,10,neg
2746,Male,26,African-American,M,9,neg
2134,Male,25,Caucasian,M,5,neg
2514,Female,26,African-American,M,0,pos
6000,Male,31,African-American,M,12,neg
1763,Male,22,Caucasian,F,2,pos
2516,Male,63,African-American,F,1,pos
3922,Female,44,Caucasian,M,1,neg
321,Female,51,Caucasian,M,0,pos
1342,Male,59,African-American,F,1,pos
4930,Male,33,African-American,F,0,pos
5074,Male,24,Hispanic,F,0,pos
2533,Male,38,Other,F,2,neg
1258,Female,39,African-American,F,22,neg
1299,Male,47,African-American,F,7,neg
5983,Female,51,Caucasian,F,7,pos
6279,Male,33,African-American,F,3,pos
3457,Male,32,Other,M,0,pos
2469,Male,26,African-American,F,20,neg
577,Male,50,Caucasian,F,5,neg
2721,Male,23,African-American,F,5,neg
5651,Male,44,Caucasian,F,4,pos
2230,Male,46,African-American,M,3,neg
533,Male,21,Caucasian,F,0,neg
866,Male,31,African-American,M,25,neg
2277,Male,24,Caucasian,F,1,neg
315,Male,44,Caucasian,M,0,neg
1681,Female,30,Caucasian,F,2,neg
3332,Male,55,Caucasian,M,0,pos
5090,Male,53,Caucasian,M,8,neg
1813,Male,42,African-American,M,7,pos
2395,Male,55,African-American,F,1,pos
5016,Male,21,African-American,F,4,pos
3461,Female,32,African-American,F,11,pos
3376,Male,29,Caucasian,M,8,pos
823,Male,43,Caucasian,M,0,pos
4034,Male,26,African-American,M,0,pos
3248,Male,48,Other,M,0,pos
6742,Male,27,African-American,F,6,neg
6955,Female,25,African-American,F,1,pos
6821,Male,55,Caucasian,M,2,pos
1288,Male,44,African-American,F,2,pos
2830,Male,23,African-American,F,0,neg
5661,Male,30,African-American,F,14,neg
2655,Male,23,Caucasian,F,4,neg
6356,Male,20,African-American,F,0,pos
3433,Male,21,Caucasian,F,1,pos
6703,Male,34,Other,F,0,pos
5318,Male,19,African-American,F,3,neg
4417,Male,47,African-American,F,0,neg
1184,Female,32,African-American,F,6,neg
2172,Male,22,African-American,F,0,neg
3466,Male,27,African-American,F,0,neg
5084,Male,34,African-American,F,2,neg
2760,Male,36,African-American,F,10,neg
4889,Male,50,Caucasian,F,0,pos
3897,Male,24,Hispanic,M,0,pos
4160,Female,61,Caucasian,F,8,neg
4312,Male,77,Caucasian,F,3,pos
6814,Male,26,Caucasian,M,7,pos
883,Male,38,Native American,M,25,neg
3264,Male,42,African-American,F,9,neg
5188,Male,67,African-American,F,8,pos
272,Female,23,African-American,F,0,neg
2308,Male,40,Caucasian,M,4,pos
1889,Male,36,Hispanic,M,0,pos
268,Female,37,African-American,F,2,pos
98,Female,44,Hispanic,M,0,pos
2210,Female,40,Other,F,0,pos
1265,Male,26,Hispanic,M,0,neg
5374,Male,21,African-American,F,0,pos
2156,Male,29,African-American,F,3,neg
820,Male,29,African-American,F,16,pos
6617,Male,46,Caucasian,F,0,neg
392,Female,52,Caucasian,M,0,pos
75,Male,40,African-American,F,2,pos
6937,Male,36,African-American,F,11,neg
3965,Male,49,African-American,F,13,pos
4784,Male,57,Other,M,0,pos
3607,Female,43,Caucasian,M,0,pos
22,Male,27,Caucasian,M,0,neg
3452,Male,21,Caucasian,F,0,neg
5032,Female,51,Caucasian,F,0,pos
4353,Male,20,African-American,F,2,neg
4941,Female,32,Hispanic,F,0,pos
704,Female,60,Caucasian,F,9,neg
1231,Female,42,African-American,M,0,neg
6506,Male,34,Caucasian,M,1,pos
4821,Male,25,African-American,F,2,neg
6926,Female,26,Caucasian,M,1,pos
7037,Male,22,African-American,M,1,neg
2916,Male,26,African-American,F,6,neg
4082,Male,38,Caucasian,M,2,pos
5075,Male,77,African-American,M,0,pos
4765,Female,57,Caucasian,M,0,pos
4473,Male,62,African-American,F,22,neg
2313,Male,53,Caucasian,F,1,pos
4663,Female,29,African-American,F,5,neg
4695,Male,30,Other,F,2,pos
3437,Male,55,Caucasian,M,3,pos
4395,Male,23,African-American,F,1,pos
6825,Male,45,African-American,F,38,neg
28,Female,36,Caucasian,F,3,pos
3373,Female,41,Caucasian,F,0,pos
320,Male,20,African-American,F,0,neg
1805,Male,26,African-American,F,9,neg
220,Male,51,Caucasian,M,0,pos
3132,Male,40,African-American,F,15,pos
6569,Male,27,Caucasian,F,0,pos
4382,Male,36,Caucasian,F,1,neg
1239,Male,27,African-American,M,0,neg
4841,Female,43,African-American,F,0,pos
6476,Male,31,African-American,F,3,neg
3053,Female,32,Caucasian,F,0,pos
4960,Male,31,Hispanic,F,1,neg
6,Male,41,Caucasian,F,14,neg
6107,Female,50,Caucasian,F,3,neg
2136,Male,37,African-American,F,26,neg
2973,Female,44,Caucasian,F,1,pos
448,Male,38,African-American,F,5,pos
3115,Male,39,African-American,F,1,neg
1623,Male,50,Caucasian,M,0,pos
3763,Male,49,Caucasian,M,0,pos
5674,Male,27,Hispanic,F,1,pos
5741,Male,52,Other,F,0,neg
5115,Male,26,African-American,F,8,neg
1120,Female,40,Caucasian,M,0,pos
7027,Male,36,African-American,F,14,neg
1788,Male,43,Caucasian,M,4,pos
4408,Male,34,Caucasian,M,3,pos
6871,Female,33,Native American,F,5,neg
2630,Male,21,African-American,F,1,pos
3735,Female,26,Caucasian,F,4,neg
4186,Male,45,African-American,F,5,pos
6513,Male,30,Caucasian,M,11,neg
6523,Male,43,Caucasian,F,0,neg
5162,Male,37,African-American,F,2,pos
2832,Male,42,African-American,M,1,neg
3024,Male,21,African-American,F,2,pos
6161,Male,53,Caucasian,M,1,neg
601,Male,22,African-American,F,11,neg
6079,Male,28,Caucasian,F,1,neg
2160,Male,40,African-American,F,3,pos
3420,Male,25,African-American,F,0,neg
3725,Male,33,Caucasian,F,1,neg
6638,Female,20,Caucasian,M,0,neg
1622,Male,30,African-American,M,0,pos
6725,Male,54,Caucasian,F,3,neg
6132,Male,21,Caucasian,F,2,pos
2221,Female,29,African-American,M,9,neg
6237,Male,33,Caucasian,F,6,neg
4874,Male,24,African-American,F,0,pos
2858,Male,37,Caucasian,M,1,neg
1686,Male,48,African-American,F,14,neg
1274,Male,53,Caucasian,F,4,pos
6933,Male,22,African-American,F,0,neg
6225,Male,32,Caucasian,F,2,pos
538,Male,42,African-American,F,14,neg
1159,Male,21,African-American,F,0,neg
6981,Male,30,Other,M,1,neg
1797,Male,69,Caucasian,F,6,neg
1736,Male,23,Caucasian,M,0,pos
1547,Male,46,African-American,F,0,pos
3041,Male,69,Other,M,0,pos
1331,Male,31,Caucasian,F,0,neg
3281,Male,41,African-American,F,0,pos
4891,Female,31,African-American,F,0,pos
3940,Male,34,Caucasian,F,8,pos
946,Male,23,Caucasian,M,0,pos
6808,Female,38,Other,M,0,pos
6673,Female,44,Caucasian,M,1,pos
3931,Male,51,Caucasian,M,1,pos
5485,Female,21,African-American,F,0,pos
6009,Female,20,Caucasian,F,0,neg
3717,Female,23,Caucasian,M,0,pos
5365,Male,21,Caucasian,M,0,neg
6791,Male,28,Hispanic,F,3,neg
1346,Male,36,Caucasian,F,6,pos
5158,Male,29,Other,F,8,neg
3194,Male,59,African-American,F,3,neg
1634,Male,52,Other,F,2,pos
5604,Male,24,African-American,F,5,pos
3476,Female,22,Caucasian,M,2,neg
5952,Male,26,Caucasian,F,2,pos
2724,Male,41,Caucasian,F,1,neg
5941,Male,36,Caucasian,M,10,neg
3657,Male,43,African-American,F,4,neg
2397,Female,26,African-American,M,0,pos
5152,Female,21,Caucasian,F,0,pos
1061,Female,49,Caucasian,F,4,pos
10,Male,27,Caucasian,F,0,pos
6466,Male,27,Hispanic,F,1,pos
1305,Male,49,Caucasian,M,12,pos
3119,Female,22,African-American,F,2,pos
3094,Male,29,Caucasian,M,0,pos
4939,Male,36,African-American,F,7,neg
4594,Male,35,African-American,F,7,pos
1905,Male,58,African-American,F,1,pos
4973,Male,31,African-American,F,0,pos
1965,Female,25,Caucasian,F,0,pos
6970,Male,27,African-American,M,5,neg
6068,Male,26,Caucasian,F,0,neg
2540,Male,26,African-American,M,0,pos
1963,Male,44,African-American,F,9,pos
3898,Male,40,Caucasian,M,2,pos
15,Male,31,African-American,F,7,neg
2173,Male,30,African-American,M,4,neg
2288,Male,47,African-American,F,22,neg
4439,Male,27,African-American,F,9,neg
6553,Male,20,Caucasian,M,0,pos
4288,Male,38,Other,F,2,pos
5599,Male,45,Hispanic,F,0,pos
2542,Male,21,Caucasian,F,1,pos
2550,Male,37,Other,F,11,pos
5900,Male,55,African-American,F,1,pos
2164,Male,31,Hispanic,M,1,pos
472,Male,23,Caucasian,M,1,neg
3028,Male,27,Caucasian,F,5,pos
6843,Male,27,Other,M,2,neg
5610,Female,46,Caucasian,F,1,pos
7136,Male,58,Caucasian,M,8,pos
4692,Female,40,African-American,M,2,pos
575,Male,64,Hispanic,F,1,pos
4396,Female,38,African-American,M,0,pos
5715,Male,24,Other,F,0,pos
5323,Male,34,African-American,M,4,pos
4125,Female,44,African-American,M,0,pos
539,Male,24,Caucasian,M,9,neg
6798,Male,32,African-American,F,4,neg
5101,Male,27,Caucasian,M,1,neg
5477,Male,57,Caucasian,M,3,pos
5882,Male,64,Hispanic,M,1,pos
4715,Male,21,African-American,F,1,pos
4054,Male,27,Caucasian,M,5,pos
1919,Male,30,African-American,M,18,pos
5033,Male,36,Caucasian,M,1,pos
7127,Female,36,Other,M,1,pos
2034,Female,32,Other,M,0,pos
4592,Male,28,Caucasian,F,2,pos
901,Female,42,Caucasian,M,0,pos
3917,Male,22,African-American,F,1,pos
2967,Male,29,Hispanic,F,0,neg
4348,Male,33,African-American,M,21,neg
4095,Male,51,African-American,F,3,pos
276,Male,27,Caucasian,F,0,neg
1683,Male,35,Other,M,3,neg
217,Male,28,Hispanic,M,0,pos
3521,Female,37,Caucasian,F,1,pos
2346,Male,24,African-American,F,2,neg
479,Male,34,Caucasian,F,4,neg
527,Male,23,Caucasian,M,0,pos
2458,Male,23,African-American,F,1,pos
1947,Male,30,African-American,M,1,pos
4318,Male,21,African-American,F,1,neg
6359,Male,37,African-American,F,6,neg
5584,Female,20,Other,M,1,pos
3776,Female,33,Caucasian,M,0,neg
6962,Male,39,Caucasian,M,0,pos
822,Female,37,Other,M,0,neg
4577,Male,22,African-American,F,0,pos
3363,Male,29,African-American,F,5,neg
7202,Male,26,Hispanic,F,0,pos
6041,Male,29,Caucasian,M,0,pos
3634,Male,38,African-American,F,11,pos
1264,Male,23,Hispanic,F,4,pos
2629,Male,27,Caucasian,F,0,pos
1698,Male,46,Caucasian,M,5,pos
1592,Male,67,Asian,M,0,pos
2256,Male,26,Caucasian,M,0,neg
5052,Male,28,African-American,F,8,neg
6935,Female,27,African-American,F,1,pos
4696,Female,23,African-American,F,3,neg
386,Male,37,African-American,F,23,neg
1005,Male,27,African-American,M,11,neg
4120,Female,34,Caucasian,F,0,neg
7078,Male,28,African-American,M,2,neg
3401,Male,33,Hispanic,F,1,pos
7140,Male,25,Caucasian,M,5,neg
170,Female,32,African-American,F,5,pos
6596,Male,34,African-American,F,9,pos
3714,Male,37,Other,M,0,pos
5327,Female,36,Caucasian,F,4,neg
6835,Male,28,Caucasian,F,4,neg
388,Male,53,African-American,F,2,pos
4423,Female,24,Caucasian,M,0,pos
561,Male,28,African-American,F,16,neg
2855,Male,29,African-American,F,2,pos
4368,Male,24,Caucasian,F,0,pos
2244,Male,36,African-American,M,3,neg
1135,Female,41,Caucasian,M,0,pos
6459,Male,77,African-American,M,1,neg
1321,Male,32,African-American,F,17,neg
7039,Female,28,Caucasian,F,7,neg
1409,Female,21,African-American,M,1,neg
4464,Male,23,African-American,F,3,neg
1422,Male,54,African-American,M,9,pos
5883,Male,22,African-American,F,1,neg
4410,Female,38,Hispanic,F,0,pos
4801,Male,22,Caucasian,F,3,neg
3060,Male,48,Caucasian,F,20,neg
6461,Male,46,Caucasian,F,11,neg
1038,Male,55,African-American,F,17,neg
4860,Male,22,African-American,F,1,neg
661,Male,35,African-American,M,0,pos
47,Male,49,Caucasian,M,0,pos
3556,Male,24,Other,M,2,neg
6884,Male,27,Caucasian,F,0,neg
6622,Male,27,African-American,F,2,pos
1378,Male,29,African-American,M,0,pos
167,Male,31,Caucasian,F,0,pos
3866,Male,32,Caucasian,F,4,pos
480,Male,56,Caucasian,F,0,pos
3527,Male,47,African-American,M,1,pos
1471,Male,64,Caucasian,F,0,pos
6199,Male,28,African-American,F,4,neg
5478,Male,31,African-American,F,2,pos
5929,Male,46,Caucasian,F,0,pos
1224,Female,30,Caucasian,F,1,pos
5151,Male,30,Caucasian,M,0,pos
5273,Male,43,Other,M,2,pos
277,Male,30,African-American,F,11,neg
4949,Male,37,Hispanic,F,2,neg
1614,Male,28,Caucasian,M,9,pos
1486,Male,20,African-American,F,9,neg
2818,Male,21,African-American,F,1,neg
6606,Female,36,Hispanic,M,1,pos
4950,Female,49,African-American,F,1,pos
4129,Male,35,African-American,M,1,pos
1785,Male,36,Caucasian,F,6,pos
5922,Female,33,African-American,F,1,pos
586,Male,31,Hispanic,M,0,pos
6417,Male,55,Caucasian,M,27,pos
919,Male,63,African-American,M,3,pos
3503,Male,52,Caucasian,F,8,pos
3188,Male,29,African-American,F,2,neg
5926,Male,69,Caucasian,F,0,pos
5168,Male,25,African-American,F,4,neg
5991,Male,30,Caucasian,F,0,pos
4091,Male,49,African-American,F,1,pos
2824,Male,25,African-American,M,1,pos
1850,Male,24,Hispanic,F,11,neg
1018,Male,26,Hispanic,F,0,pos
6300,Male,27,African-American,F,4,neg
2943,Female,49,African-American,F,0,pos
5621,Male,26,African-American,M,2,pos
2669,Male,37,African-American,M,2,pos
6387,Male,23,Hispanic,M,0,pos
3908,Male,22,Caucasian,F,1,neg
4134,Female,21,African-American,M,2,pos
934,Male,47,Hispanic,M,0,pos
1294,Male,46,Asian,M,0,pos
1011,Male,51,Hispanic,F,0,neg
2044,Male,28,African-American,M,2,neg
7172,Male,61,African-American,M,4,neg
1199,Male,43,Hispanic,M,0,neg
2312,Male,19,African-American,F,1,neg
4406,Male,38,African-American,F,2,neg
2108,Male,29,African-American,F,6,pos
106,Female,39,Caucasian,F,1,pos
4600,Male,22,African-American,F,2,neg
5718,Male,30,African-American,M,0,pos
463,Male,28,African-American,F,5,pos
6664,Male,24,African-American,F,2,neg
4828,Male,21,Native American,M,0,neg
3306,Female,21,African-American,M,1,neg
1574,Female,33,Hispanic,M,2,pos
6390,Male,50,Caucasian,F,16,neg
3381,Female,27,African-American,M,0,neg
330,Male,45,African-American,F,1,pos
5608,Male,38,African-American,M,22,neg
1484,Male,63,Caucasian,M,0,neg
2594,Male,21,African-American,F,1,neg
5426,Male,44,African-American,F,0,pos
4216,Female,28,Hispanic,F,2,pos
2476,Male,24,Caucasian,F,3,neg
1619,Male,25,African-American,F,0,pos
4966,Male,33,Caucasian,F,10,pos
21,Male,21,African-American,F,1,neg
2123,Male,30,Caucasian,M,0,pos
3910,Female,24,Caucasian,M,7,neg
1860,Male,23,Caucasian,F,1,neg
3224,Female,26,African-American,F,3,neg
4779,Male,26,African-American,F,20,neg
6361,Male,27,African-American,F,8,neg
1932,Male,40,African-American,F,0,pos
1179,Female,33,Caucasian,F,2,neg
2027,Male,31,African-American,F,2,neg
2036,Male,21,Caucasian,M,0,neg
5489,Male,31,Caucasian,F,5,neg
2792,Male,25,African-American,F,1,neg
6252,Male,28,Caucasian,F,1,pos
4607,Male,25,African-American,F,10,neg
1399,Male,31,African-American,F,0,pos
2327,Female,39,Caucasian,F,4,neg
5451,Male,24,African-American,F,1,pos
4119,Male,21,African-American,F,0,pos
3112,Male,33,Hispanic,M,0,pos
5375,Male,20,African-American,F,0,neg
4029,Male,33,African-American,M,0,pos
3052,Male,43,African-American,M,8,pos
5618,Male,24,African-American,F,4,neg
3070,Male,29,Hispanic,M,0,pos
471,Male,58,African-American,M,12,neg
4617,Male,51,Caucasian,M,0,pos
4214,Female,42,Caucasian,F,3,pos
1387,Male,26,African-American,F,3,neg
4890,Female,24,African-American,M,0,neg
218,Male,61,Caucasian,F,1,pos
7183,Female,24,African-American,F,0,neg
4488,Male,27,Other,F,0,neg
1581,Male,32,Caucasian,M,1,pos
942,Male,45,African-American,F,0,neg
2421,Male,24,African-American,M,0,pos
2257,Male,36,Caucasian,F,0,pos
2018,Male,35,Caucasian,F,1,pos
3343,Male,22,African-American,F,7,neg
6259,Female,52,Caucasian,F,6,pos
2902,Male,23,African-American,F,4,neg
2647,Male,31,African-American,F,3,pos
1978,Male,29,African-American,F,8,neg
1155,Male,23,African-American,F,2,neg
4112,Female,28,African-American,F,0,pos
257,Male,27,African-American,M,3,neg
5453,Male,43,African-American,M,15,neg
630,Male,27,Caucasian,M,5,pos
4263,Male,39,African-American,F,8,neg
6627,Female,41,African-American,F,7,neg
6572,Male,22,African-American,F,0,neg
6900,Male,27,African-American,F,15,neg
4551,Male,21,African-American,F,2,neg
1248,Male,22,African-American,F,1,neg
5347,Male,27,Caucasian,M,3,pos
612,Male,43,Hispanic,M,1,pos
8,Female,39,Caucasian,M,0,pos
3710,Male,40,African-American,F,3,pos
3435,Male,33,Caucasian,F,3,neg
4202,Male,47,African-American,F,9,neg
1651,Male,32,African-American,F,24,neg
1002,Male,25,African-American,F,2,pos
95,Male,39,Caucasian,F,2,neg
752,Male,20,African-American,F,0,neg
4770,Female,22,African-American,F,5,neg
2961,Male,45,Caucasian,M,1,neg
281,Male,32,Caucasian,F,2,pos
5575,Male,37,African-American,M,8,pos
4316,Male,29,African-American,F,3,neg
4984,Male,31,African-American,M,6,neg
3919,Male,28,Caucasian,F,1,neg
6769,Male,41,African-American,F,13,neg
7193,Male,25,African-American,F,1,pos
5290,Male,24,Caucasian,F,2,neg
6082,Male,48,Caucasian,M,1,pos
6397,Male,29,Caucasian,F,6,neg
1943,Male,46,Caucasian,F,1,neg
809,Male,36,Hispanic,F,11,pos
2827,Male,35,Hispanic,F,7,pos
4952,Male,63,Caucasian,M,5,pos
5987,Male,28,African-American,F,0,neg
1042,Male,32,Caucasian,M,2,neg
5742,Male,37,Hispanic,F,9,pos
492,Male,29,Caucasian,F,6,neg
3469,Female,25,Caucasian,M,0,pos
3107,Male,35,Hispanic,F,5,neg
6439,Male,28,Caucasian,M,6,neg
6545,Female,41,African-American,F,2,neg
6308,Female,29,Caucasian,F,1,neg
7064,Male,52,Caucasian,M,1,pos
389,Male,60,African-American,F,1,pos
2349,Male,39,Hispanic,F,2,neg
3751,Male,21,Caucasian,M,4,neg
3912,Male,57,Caucasian,F,9,neg
1956,Male,59,Caucasian,M,3,neg
4123,Female,38,Caucasian,F,5,neg
3049,Male,34,African-American,M,5,pos
418,Female,58,Caucasian,M,2,pos
6524,Male,24,Caucasian,F,0,neg
2576,Male,43,African-American,M,6,neg
1124,Male,35,African-American,F,5,neg
2341,Male,22,Caucasian,F,1,pos
2249,Male,24,Hispanic,F,6,neg
2762,Male,22,Native American,M,0,neg
2394,Male,26,African-American,F,0,pos
5645,Male,35,African-American,M,1,neg
7059,Male,47,African-American,M,0,pos
5428,Male,46,African-American,F,3,neg
4152,Male,27,African-American,M,2,neg
6860,Female,29,African-American,F,5,neg
4986,Male,26,African-American,F,2,neg
4725,Male,26,Caucasian,F,7,pos
354,Female,21,Caucasian,F,0,pos
6255,Male,20,African-American,F,2,neg
6189,Male,56,African-American,F,28,pos
496,Female,59,Caucasian,M,0,pos
629,Male,26,Caucasian,F,3,neg
3974,Male,57,African-American,F,19,pos
1394,Male,34,African-American,F,19,neg
1273,Male,28,African-American,F,0,pos
3510,Male,23,African-American,M,1,pos
1897,Male,50,Caucasian,F,8,pos
1490,Male,33,Caucasian,M,0,pos
775,Male,41,African-American,F,8,neg
3759,Female,35,African-American,F,2,neg
903,Male,26,Caucasian,M,4,neg
1335,Male,22,African-American,F,6,pos
6525,Male,34,African-American,F,10,pos
6302,Male,48,Caucasian,F,18,neg
4060,Female,46,Caucasian,F,1,neg
5474,Male,30,Hispanic,F,7,neg
2212,Male,21,Other,F,1,pos
5272,Male,27,Hispanic,F,6,neg
3920,Male,21,African-American,F,1,neg
676,Male,22,African-American,F,3,pos
6812,Female,43,African-American,F,3,neg
677,Female,28,Caucasian,M,0,pos
1616,Male,48,Other,F,1,pos
4264,Male,29,Caucasian,F,5,pos
3422,Male,35,African-American,F,27,pos
2013,Male,26,African-American,M,0,neg
4508,Male,51,African-American,F,17,neg
2984,Male,33,Caucasian,F,0,pos
6200,Male,28,African-American,M,12,neg
4626,Male,22,African-American,F,2,pos
454,Male,27,African-American,M,13,neg
3156,Male,22,African-American,M,0,neg
2523,Male,35,Hispanic,F,2,pos
4777,Male,31,Caucasian,F,2,pos
13,Male,41,African-American,F,0,pos
3705,Male,37,Caucasian,F,0,pos
837,Male,67,African-American,M,4,neg
6284,Male,50,African-American,M,2,pos
2163,Male,26,Caucasian,F,5,neg
4228,Male,39,African-American,F,13,neg
6977,Male,28,African-American,M,0,neg
233,Male,52,Caucasian,F,0,pos
5644,Male,24,African-American,F,0,neg
6172,Female,55,Other,F,5,neg
3729,Male,36,African-American,F,14,neg
4616,Male,36,African-American,F,0,pos
7173,Male,51,Caucasian,F,7,pos
6384,Male,21,African-American,F,1,neg
6691,Male,38,Caucasian,F,8,pos
5285,Male,62,Caucasian,F,0,pos
2339,Male,45,African-American,F,17,neg
4861,Female,27,African-American,F,3,neg
6205,Male,50,Caucasian,M,1,neg
796,Male,48,Caucasian,M,2,pos
5143,Male,33,African-American,F,1,pos
4902,Male,22,Caucasian,F,0,pos
2933,Male,33,African-American,M,2,pos
1504,Female,41,Caucasian,M,0,pos
4805,Male,30,Caucasian,F,0,pos
2058,Male,58,African-American,F,38,neg
5379,Male,29,Caucasian,M,2,neg
464,Male,63,Caucasian,F,2,pos
6695,Male,23,African-American,F,4,pos
357,Male,26,African-American,M,6,neg
1429,Male,22,African-American,M,0,neg
4918,Male,36,Caucasian,F,1,pos
3358,Female,50,African-American,F,4,pos
3148,Male,65,Caucasian,F,3,pos
3565,Male,34,African-American,M,9,neg
1725,Male,27,African-American,F,3,pos
1694,Male,63,Other,F,23,neg
1470,Male,42,Other,M,1,pos
4485,Female,28,African-American,F,4,pos
465,Male,42,African-American,F,0,pos
984,Male,30,African-American,F,6,neg
5010,Female,38,African-American,M,0,pos
1679,Male,33,African-American,F,14,pos
3450,Male,29,African-American,F,5,pos
2979,Male,23,African-American,F,1,pos
2274,Male,24,African-American,F,3,neg
1974,Male,21,Other,F,0,pos
1900,Male,37,African-American,F,13,neg
3495,Female,35,African-American,M,0,neg
5795,Male,21,African-American,F,1,neg
3673,Male,59,African-American,F,22,neg
82,Male,30,African-American,M,8,neg
3463,Male,25,African-American,F,1,neg
5549,Male,27,Caucasian,M,1,pos
5080,Male,53,African-American,M,5,neg
6064,Male,61,African-American,F,25,pos
254,Male,30,Caucasian,F,4,pos
3566,Male,48,African-American,F,4,pos
4102,Male,34,Caucasian,F,3,pos
1171,Male,21,African-American,F,0,neg
3890,Male,30,African-American,F,0,neg
2283,Male,28,African-American,M,6,neg
3988,Female,28,African-American,F,1,neg
3020,Female,32,African-American,F,2,pos
5322,Male,28,Caucasian,F,0,neg
1553,Male,29,Other,F,0,pos
55,Male,24,African-American,F,2,neg
7007,Male,26,African-American,F,4,neg
5292,Male,56,Caucasian,M,13,pos
2005,Female,40,African-American,M,4,pos
1142,Male,31,Caucasian,M,3,pos
3143,Male,56,Caucasian,F,7,pos
4796,Male,24,African-American,M,2,neg
3058,Female,27,Caucasian,M,0,pos
1685,Male,38,Caucasian,M,1,pos
2454,Male,55,Caucasian,M,1,pos
5088,Male,21,African-American,F,0,neg
6355,Female,28,African-American,F,0,neg
2006,Male,34,African-American,F,3,pos
2057,Male,25,Caucasian,F,6,neg
1874,Male,23,Caucasian,M,0,neg
567,Male,27,African-American,M,5,neg
5673,Male,34,Caucasian,F,3,neg
1431,Female,27,Caucasian,F,6,neg
4502,Male,47,Caucasian,F,1,neg
6025,Male,25,Other,F,1,neg
1729,Male,51,African-American,F,0,neg
754,Male,22,African-American,F,2,neg
1998,Male,25,Caucasian,F,4,pos
416,Male,21,Hispanic,M,0,pos
2285,Male,53,African-American,M,1,pos
1735,Male,33,Caucasian,F,7,neg
4438,Male,38,Hispanic,M,2,pos
196,Male,23,African-American,F,0,neg
5864,Male,58,Other,F,0,pos
2222,Male,48,Caucasian,M,0,pos
3891,Male,24,African-American,F,3,neg
3212,Male,35,Hispanic,M,0,pos
4405,Female,26,Caucasian,F,1,pos
3167,Male,55,Caucasian,M,0,pos
3298,Male,44,Caucasian,F,0,pos
986,Male,45,Hispanic,F,20,neg
721,Male,25,Caucasian,F,0,neg
3784,Male,26,Caucasian,F,1,pos
7111,Male,56,African-American,F,31,neg
4936,Female,41,African-American,M,0,pos
3720,Male,32,African-American,M,6,neg
25,Male,43,Caucasian,M,1,pos
5573,Female,47,African-American,F,7,neg
5700,Female,21,Caucasian,M,1,pos
3666,Female,28,Caucasian,M,0,pos
5211,Male,24,Caucasian,F,0,pos
5304,Female,36,African-American,M,1,pos
1044,Male,36,African-American,M,4,neg
